1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,y
233,-5,0.29,0.12,0.29,-0.8,-12,9,0.023,-1.2,0.02,0.02,0.02,0.02,0.02,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.019,-9.0E-4
287,-73,0.01,-0.17,0.35,-0.4,-16,27,0.025,-0.1,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.024,0.024,0.022,0.022,0.022,0.022,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020,0.0,0.0,0.0,0.0,0.0,0.7,0.022,-0.0012
31,-30,-0.03,0.28,0.88,2.7,-15,-14,-0.037,-0.4,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.033,-0.0013
-285,15,0.01,0.11,0.84,0.9,-9,-11,-0.022,0.1,0.019,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,-0.0030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.021,-9.0E-4
-411,-30,0.42,0.23,1.29,0.2,-20,0,-0.0050,-0.6,0.03,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,-0.0020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.031,-0.0016
-457,25,0.02,0.13,0.99,1.2,-11,-9,-0.013,-0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.021,-9.0E-4
-786,31,0.24,0.09,1.23,1.4,-5,-11,-0.015,0.6,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020,0.0,-0.0020,0.0,0.0,0.0,0.5,0.019,-8.0E-4
-359,-22,0.09,-0.05,0.82,-0.3,-13,13,0.028,-0.3,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.017,-0.0010
154,-28,0.07,0.22,0.43,1.9,-13,-13,-0.043,-0.8,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.021,-6.0E-4
-46,17,-0.19,0.06,0.58,-1.5,-8,-5,-0.0060,0.0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,-0.0010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.019,-5.0E-4
126,-14,0.14,0.05,0.41,-0.7,-8,-7,0.0070,0.4,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018,-6.0E-4
-85,-11,-0.37,0.01,0.69,-0.3,-11,6,-0.02,-0.9,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.021,-6.0E-4
-222,-47,-0.24,-0.17,0.79,-1.1,-16,20,0.023,0.6,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.019,-0.0010
-155,30,0.16,0.06,0.7,0.5,-11,-9,-0.0030,0.5,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010,0.0,-0.0020,0.0,0.0,0.0,0.0,0.0,0.6,0.019,-0.0010
193,-50,0.29,0.13,0.37,0.7,-9,-9,0.0040,-0.5,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.02,-0.0010
182,-16,0.06,-0.04,0.33,2.2,-11,7,-0.031,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.017,-0.0011
47,-20,-0.13,0.11,1.17,-1.6,-12,-4,0.0040,-0.2,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.044,-0.0011
145,-29,0.41,0.14,0.45,0.3,-7,-20,-0.0020,0.5,0.018,0.019,0.019,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,-0.0020,0.0,-0.0020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.021,-4.0E-4
265,-35,0.31,-0.04,0.28,-0.5,-11,16,-0.0050,-1.6,0.02,0.02,0.02,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.0,0.0,0.0020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018,-8.0E-4
-27,-26,-0.68,0.11,0.56,-1.1,-11,-5,0.0050,-1.3,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010,0.0,-0.0010,0.0,-0.0010,0.0,0.0,0.0,0.5,0.019,-4.0E-4
-282,-14,0.15,0.13,0.81,2.0,-14,-2,-0.019,-0.8,0.019,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.0020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.02,-0.0013
-133,-27,0.17,-0.09,1.16,0.5,-6,2,-0.0040,1.1,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.035,-0.0010
-192,70,0.01,0.29,0.81,1.6,-14,-22,-0.019,-0.2,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.023,0.023,0.023,0.023,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.023,-0.0012
-68,-28,0.02,-0.01,0.72,-0.5,-10,11,-0.014,-1.3,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.023,-0.0012
135,16,0.31,0.22,0.63,-0.7,-17,0,0.0060,-1.6,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.028,-0.0013
162,-5,-0.24,0.2,0.5,0.6,-15,2,-0.0080,-2.9,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.023,-0.0011
91,-27,-0.2,-0.08,0.5,-1.2,-8,10,0.013,0.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.02,-6.0E-4
-116,-17,-0.21,0.06,0.63,1.6,-11,-2,-0.012,0.0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.019,-8.0E-4
327,9,0.46,0.04,0.3,0.5,-5,-5,0.0030,-0.2,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.021,-6.0E-4
215,-47,0.16,0.14,0.36,0.8,-5,-10,-0.0070,-2.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.02,-6.0E-4
-10,-61,-0.3,-0.06,0.5,-0.4,-11,10,0.0070,0.2,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.017,-6.0E-4
212,-8,0.47,0.17,0.37,0.6,-5,-26,-0.0070,1.9,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.021,-6.0E-4
-21,-29,-0.18,0.05,0.98,-0.5,-6,-4,-0.0020,-0.2,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.034,-6.0E-4
-191,0,0.19,-0.02,0.69,0.7,-10,4,-0.0060,0.3,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018,-9.0E-4
396,-61,0.11,-0.02,0.15,-0.8,-13,10,0.015,-0.5,0.019,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.0010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018,-8.0E-4
-216,-16,0.46,0.06,0.73,-0.2,-8,-5,0.01,-0.1,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.0,0.0,0.0,0.0,-0.0020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.019,-8.0E-4
493,-48,0.03,-0.04,0.09,1.2,-18,21,-0.026,-0.7,0.023,0.022,0.022,0.021,0.021,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0010,0.0,0.0010,0.0,0.0010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.02,-0.0019
-103,-27,0.2,0.14,0.81,-0.7,-19,9,0.033,-1.1,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.026,-0.0017
201,-66,-0.4,-0.06,0.99,0.5,-13,12,-0.014,-0.1,0.045,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.0020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.044,-0.0020
-309,20,0.35,-0.02,0.78,0.7,-7,4,0.0,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.017,-7.0E-4
667,34,0.03,0.1,-0.12,0.4,-13,10,0.015,-3.2,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.02,0.02,0.019,0.019,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020,0.0,0.0010,0.0,0.0010,0.0,0.5,0.018,-0.0016
21,-20,0.25,-0.01,0.51,0.4,-6,2,-0.0030,-0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018,-6.0E-4
-226,-30,-0.22,0.08,0.72,0.6,-9,-6,-0.015,0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0.019,0.019,0.019,0.018,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018,-6.0E-4
-51,-7,0.22,-0.04,0.52,-1.0,-14,13,0.0,-0.4,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.016,-8.0E-4
253,-37,0.29,0.08,0.21,-0.4,-7,16,0.0010,-2.9,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.016,-7.0E-4
-105,-9,0.26,0.04,0.6,-0.7,-12,2,0.0040,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018,-8.0E-4
-344,-48,-0.43,-0.02,0.83,0.2,-11,5,0.0030,0.3,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018,-6.0E-4
-402,-21,-0.27,-0.04,0.88,0.7,-10,1,-0.019,1.4,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018,-4.0E-4
-174,3,0.35,0.21,0.75,0.8,-13,-12,-0.019,-1.9,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.022,0.022,0.021,0.021,0.021,0.021,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010,0.0,0.0,0.0,0.0,0.0,0.6,0.021,-0.0015
-26,-15,-0.18,0.08,0.56,0.1,-12,-3,0.0040,-0.2,0.018,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,-0.0020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.019,-9.0E-4
-157,-27,-0.33,0.24,0.71,-0.7,-19,-10,0.0020,-0.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.021,0.021,0.021,0.021,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020,0.0,-0.0010,0.0,0.0,0.0,0.6,0.021,-8.0E-4
197,-41,0.15,-0.05,0.55,-0.8,-7,5,0.0080,-0.1,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.026,-5.0E-4
383,-25,0.15,-0.06,0.14,-0.9,-7,8,0.012,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.017,-4.0E-4
-400,-81,-0.13,-0.07,0.8,1.5,-5,12,-0.03,-0.3,0.015,0.015,0.015,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.0,0.0,-0.0020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.016,-8.0E-4
-26,7,0.03,0.02,0.6,0.6,-10,8,-0.0070,-0.9,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020,0.0,0.0,0.0,0.0,0.0,0.6,0.02,-0.0010
6,-25,-0.31,-0.04,0.5,0.7,-5,5,-0.0060,0.0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018,-4.0E-4
-268,16,-0.26,0.0,0.75,0.5,-6,1,-0.015,0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018,-5.0E-4
-96,-20,0.38,0.13,0.75,2.1,-17,2,-0.01,-0.6,0.022,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,-0.0020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.024,-0.0013
14,-30,-0.39,-0.19,0.43,1.1,-8,8,0.0050,2.1,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010,0.0,0.5,0.015,-5.0E-4
32,-2,0.15,0.08,0.47,0.9,-5,-6,-0.0040,-1.5,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.017,-7.0E-4
204,58,-0.33,0.05,0.34,0.7,-10,1,-0.012,-0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018,-6.0E-4
-23,39,0.21,0.15,0.55,0.5,-5,-12,0.0050,-0.9,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.019,-5.0E-4
252,-17,-0.18,0.14,0.32,-0.7,-11,-12,0.0050,0.3,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.02,-6.0E-4
-71,-17,-0.05,0.01,0.56,-0.6,-7,1,-0.0010,0.0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,-0.0010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.017,-4.0E-4
141,-28,0.27,-0.03,0.35,0.7,-14,13,-0.0040,-0.6,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.017,-0.0011
-293,-40,0.45,0.12,1.55,-0.1,-19,10,-0.0050,-0.2,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.044,-0.0023
129,-10,0.12,0.0,0.38,-0.8,-7,1,0.0040,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.017,-5.0E-4
182,-12,0.63,0.11,0.62,-0.5,-19,8,0.0060,0.1,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.031,0.031,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010,0.0,0.0010,0.0,0.0,0.0,0.8,0.03,-0.0019
-639,-53,0.37,0.2,1.2,0.7,-17,-8,-0.0090,0.0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.02,0.02,0.022,0.022,0.022,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020,0.0,-0.0020,0.0,-0.0030,0.0,0.0,0.0,0.6,0.022,-0.0014
261,-33,0.23,-0.03,0.25,-0.6,-14,7,0.0090,0.2,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.017,-0.0011
-244,39,-0.34,0.04,0.74,-0.4,-6,-4,0.0030,0.0,0.017,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,-0.0020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018,-4.0E-4
-209,-23,-0.48,0.08,0.74,0.1,-6,-9,-0.026,0.2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010,0.0,-0.0010,0.0,-0.0010,0.0,0.6,0.02,-5.0E-4
-185,-10,-0.61,-0.02,0.95,0.7,-12,7,-0.0040,0.3,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.027,-9.0E-4
-155,46,-0.17,0.32,0.79,0.7,-11,-34,-0.016,0.7,0.022,0.022,0.022,0.022,0.022,0.023,0.023,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,-0.0020,0.0,-0.0020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.024,-7.0E-4
70,-51,0.82,0.09,0.46,0.2,-19,11,0.01,-1.7,0.017,0.017,0.017,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.0,0.0,-0.0020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020,0.0,0.5,0.018,-0.0016
-272,25,0.07,-0.07,0.77,0.1,-11,-5,-0.0070,3.3,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018,-8.0E-4
117,-3,-0.84,0.19,0.83,-1.4,-19,-1,-0.0040,0.1,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.033,0.033,0.033,0.033,0.034,0.034,0.035,0.0,0.0,0.0,0.0,-0.0010,0.0,-0.0030,0.0,-0.0010,0.0,-0.0020,0.0,-0.0020,0.0,1.0,0.035,-7.0E-4
-130,22,-0.06,0.23,0.7,-0.8,-20,-7,-0.0050,0.0,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,-0.0010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.021,-0.0012
-55,4,-0.11,0.04,0.56,1.0,-6,-4,-0.014,0.0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018,-6.0E-4
-9,-26,0.78,0.18,0.59,0.3,-13,-12,0.0020,-0.6,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.021,0.021,0.021,0.021,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0030,0.0,0.0,0.0,0.0,0.0,0.6,0.021,-0.0011
169,-14,0.09,0.17,0.42,1.9,-9,-7,-0.015,-0.8,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.022,-8.0E-4
-146,-48,-0.7,-0.06,0.58,-0.3,-7,14,-0.011,-0.3,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.016,0.016,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010,0.0,-0.0010,0.0,-0.0020,0.0,0.4,0.016,-3.0E-4
-166,-9,-0.62,0.05,0.68,-1.2,-13,1,-0.012,0.3,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.02,0.02,0.019,0.019,0.019,0.0,0.0,-0.0010,0.0,-0.0010,0.0,-0.0020,0.0,-0.0010,0.0,0.0010,0.0,-0.0010,0.0,0.5,0.019,-4.0E-4
