1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,y
9.3,27,72763.064,3560.396,9767.086,644.899,644.899,1101.133,288,784.757,4.509,0.998,22.828,1.049,91.475,1.811,0.961,0.977
1.138,3,5777.169,1324.437,6650.715,6.201,6.201,641.421,288,573.342,1.279,0.998,7.002,1.019,30.038,0.305,0.961,0.978
2.088,6,4871.756,1344.31,6791.189,22.348,22.348,580.269,288,570.433,1.261,0.998,6.874,1.019,23.922,0.232,0.961,0.978
3.144,9,8378.209,1386.752,7094.24,60.348,60.348,598.391,288,584.699,1.39,0.998,7.557,1.02,12.796,0.253,0.961,0.978
4.161,12,14722.827,1547.461,7773.204,113.783,113.783,653.6,288,610.919,1.659,0.998,8.99,1.022,17.776,0.352,0.961,0.978
5.14,15,21633.499,1924.314,8486.819,175.282,175.282,722.558,288,642.31,2.081,0.998,11.179,1.026,25.937,0.513,0.961,0.978
6.175,18,29790.283,2307.491,8819.462,246.205,246.205,791.169,288,673.001,2.505,0.998,13.336,1.03,35.255,0.698,0.961,0.978
7.148,21,38987.192,2678.071,9128.423,332.148,332.148,844.091,288,695.927,2.969,0.998,15.663,1.035,45.241,0.896,0.961,0.978
8.206,24,50996.178,3087.551,9312.914,438.124,438.124,941.56,288,737.712,3.582,0.998,18.605,1.041,61.718,1.222,0.961,0.978
9.3,27,72763.544,3560.398,9767.901,645.062,645.062,1100.23,288,784.608,4.508,0.998,22.8,1.049,91.368,1.809,0.961,0.978
1.138,3,2903.647,1311.681,6642.127,5.491,5.491,562.962,288,561.481,1.188,0.998,6.476,1.019,32.508,0.216,0.961,0.979
2.088,6,4620.264,1344.013,6793.529,22.292,22.292,572.546,288,569.337,1.253,0.998,6.824,1.019,23.888,0.223,0.961,0.979
3.144,9,8378.246,1386.752,7096.802,60.341,60.341,597.57,288,584.551,1.39,0.998,7.55,1.02,12.762,0.253,0.961,0.979
4.161,12,14722.905,1547.461,7775.196,113.773,113.773,652.708,288,610.756,1.659,0.998,8.981,1.022,17.733,0.351,0.961,0.979
5.14,15,21633.839,1924.315,8487.732,175.26,175.26,721.573,288,642.127,2.081,0.998,11.167,1.026,25.881,0.512,0.961,0.979
6.175,18,29790.563,2307.473,8820.491,246.263,246.263,790.046,288,672.775,2.504,0.998,13.322,1.03,35.182,0.697,0.961,0.979
7.148,21,38986.857,2678.072,9128.934,332.157,332.157,843.047,288,695.754,2.968,0.998,15.646,1.035,45.159,0.894,0.961,0.979
8.206,24,50996.458,3087.568,9313.287,438.056,438.056,940.516,288,737.546,3.581,0.998,18.584,1.041,61.621,1.22,0.961,0.979
9.3,27,72765.206,3560.395,9768.73,644.741,644.741,1099.336,288,784.46,4.506,0.998,22.773,1.049,91.262,1.807,0.961,0.979
1.138,3,702.79,1326.058,6650.884,6.248,6.248,484.494,288,550.326,1.111,0.998,6.023,1.019,20.611,0.119,0.961,0.98
2.088,6,4496.139,1344.038,6796.031,22.289,22.289,568.189,288,568.643,1.249,0.998,6.794,1.019,23.772,0.218,0.961,0.98
3.144,9,8378.375,1386.753,7099.372,60.346,60.346,596.752,288,584.402,1.39,0.998,7.542,1.02,12.728,0.252,0.961,0.98
4.161,12,14723.013,1547.462,7777.193,113.787,113.787,651.818,288,610.594,1.659,0.998,8.972,1.022,17.691,0.35,0.961,0.98
5.14,15,21633.902,1924.317,8488.637,175.269,175.269,720.588,288,641.944,2.081,0.998,11.156,1.026,25.824,0.511,0.961,0.98
6.175,18,29790.976,2307.46,8821.526,246.244,246.244,788.927,288,672.551,2.504,0.998,13.308,1.03,35.109,0.695,0.961,0.98
7.148,21,38986.433,2678.072,9129.442,332.205,332.205,842.004,288,695.582,2.968,0.998,15.629,1.035,45.077,0.892,0.961,0.98
8.206,24,50996.718,3087.579,9313.659,438.124,438.124,939.475,288,737.379,3.58,0.998,18.562,1.041,61.524,1.218,0.961,0.98
9.3,27,72766.039,3560.398,9769.542,644.733,644.733,1098.44,288,784.313,4.505,0.998,22.746,1.049,91.156,1.804,0.961,0.98
1.138,3,418.761,1353.838,6671.028,7.779,7.779,458.607,288,548.3,1.101,0.998,5.945,1.019,4.64,0.077,0.961,0.981
2.088,6,4238.262,1344.34,6798.726,22.338,22.338,559.959,288,567.463,1.241,0.998,6.741,1.019,23.179,0.208,0.961,0.981
3.144,9,8378.451,1386.754,7101.938,60.339,60.339,595.935,288,584.254,1.389,0.998,7.535,1.02,12.694,0.251,0.961,0.981
4.161,12,14723.072,1547.462,7779.187,113.787,113.787,650.93,288,610.432,1.659,0.998,8.963,1.022,17.648,0.349,0.961,0.981
5.14,15,21634.063,1924.319,8489.545,175.302,175.302,719.607,288,641.762,2.08,0.998,11.144,1.026,25.768,0.51,0.961,0.981
6.175,18,29791.263,2307.443,8822.555,246.199,246.199,787.811,288,672.326,2.504,0.998,13.294,1.03,35.036,0.694,0.961,0.981
7.148,21,38985.956,2678.073,9129.95,332.17,332.17,840.964,288,695.409,2.967,0.998,15.612,1.035,44.995,0.891,0.961,0.981
8.206,24,50996.796,3087.591,9314.028,438.117,438.117,938.436,288,737.213,3.579,0.998,18.541,1.041,61.427,1.216,0.961,0.981
9.3,27,72766.067,3560.406,9770.339,644.868,644.868,1097.543,288,784.166,4.504,0.998,22.718,1.049,91.049,1.802,0.961,0.981
1.138,3,943.192,1376.615,6689.281,9.08,9.08,472.052,288,551.313,1.125,0.998,6.063,1.019,0,0.089,0.961,0.982
2.088,6,4148.024,1344.349,6801.283,22.339,22.339,556.659,288,566.987,1.238,0.998,6.72,1.019,22.806,0.204,0.961,0.982
3.144,9,8378.622,1386.754,7104.512,60.353,60.353,595.12,288,584.106,1.389,0.998,7.528,1.02,12.66,0.251,0.961,0.982
4.161,12,14723.204,1547.463,7781.19,113.783,113.783,650.044,288,610.271,1.658,0.998,8.954,1.022,17.606,0.349,0.961,0.982
5.14,15,21634.171,1924.32,8490.452,175.313,175.313,718.627,288,641.579,2.08,0.998,11.133,1.026,25.712,0.509,0.961,0.982
6.175,18,29791.666,2307.433,8823.591,246.283,246.283,786.699,288,672.103,2.503,0.998,13.281,1.03,34.963,0.692,0.961,0.982
7.148,21,38985.538,2678.074,9130.457,332.224,332.224,839.927,288,695.238,2.967,0.998,15.595,1.035,44.914,0.889,0.961,0.982
8.206,24,50996.924,3087.595,9314.395,438.13,438.13,937.401,288,737.048,3.578,0.998,18.52,1.041,61.33,1.214,0.961,0.982
9.3,27,72767.004,3560.411,9771.146,645.053,645.053,1096.653,288,784.021,4.503,0.998,22.691,1.049,90.944,1.8,0.961,0.982
1.138,3,1349.919,1389.877,6701.062,9.861,9.861,483.398,288,553.675,1.143,0.998,6.158,1.019,0,0.102,0.961,0.983
2.088,6,3958.789,1344.947,6804.112,22.445,22.445,550.131,288,565.969,1.232,0.998,6.676,1.019,22.383,0.196,0.961,0.983
3.144,9,8378.662,1386.755,7107.077,60.354,60.354,594.306,288,583.958,1.389,0.998,7.52,1.02,12.626,0.25,0.961,0.983
4.161,12,14723.284,1547.464,7783.189,113.786,113.786,649.161,288,610.109,1.658,0.998,8.945,1.022,17.563,0.348,0.961,0.983
5.14,15,21634.338,1924.322,8491.362,175.268,175.268,717.651,288,641.398,2.08,0.998,11.122,1.026,25.656,0.508,0.961,0.983
6.175,18,29791.952,2307.416,8824.62,246.205,246.205,785.59,288,671.88,2.503,0.998,13.267,1.03,34.891,0.691,0.961,0.983
7.148,21,38985.076,2678.076,9130.964,332.116,332.116,838.893,288,695.066,2.966,0.998,15.577,1.035,44.832,0.888,0.961,0.983
8.206,24,50996.939,3087.598,9314.761,438.126,438.126,936.368,288,736.883,3.577,0.998,18.498,1.041,61.233,1.212,0.961,0.983
9.3,27,72768.185,3560.411,9771.95,644.758,644.758,1095.767,288,783.877,4.502,0.998,22.664,1.049,90.839,1.798,0.961,0.983
1.138,3,1633.156,1397.314,6708.84,10.306,10.306,491.292,288,555.161,1.155,0.998,6.218,1.019,0,0.112,0.961,0.984
2.088,6,3739.41,1345.945,6807.206,22.611,22.611,542.611,288,564.874,1.225,0.998,6.629,1.019,21.48,0.187,0.961,0.984
3.144,9,8378.77,1386.755,7109.648,60.355,60.355,593.495,288,583.81,1.389,0.998,7.513,1.02,12.593,0.249,0.961,0.984
4.161,12,14723.301,1547.464,7785.186,113.789,113.789,648.279,288,609.948,1.658,0.998,8.936,1.022,17.521,0.347,0.961,0.984
5.14,15,21634.418,1924.324,8492.268,175.268,175.268,716.676,288,641.216,2.079,0.998,11.11,1.026,25.6,0.507,0.961,0.984
6.175,18,29792.277,2307.402,8825.651,246.275,246.275,784.484,288,671.658,2.503,0.998,13.253,1.03,34.818,0.689,0.961,0.984
7.148,21,38984.718,2678.075,9131.472,332.119,332.119,837.862,288,694.896,2.965,0.998,15.56,1.035,44.751,0.886,0.961,0.984
8.206,24,50996.832,3087.598,9315.124,437.993,437.993,935.338,288,736.719,3.576,0.998,18.477,1.041,61.137,1.21,0.961,0.984
9.3,27,72769.494,3560.41,9772.751,645.068,645.068,1094.885,288,783.734,4.5,0.998,22.637,1.049,90.734,1.796,0.961,0.984
1.138,3,2233.042,1408.72,6719.5,11.002,11.002,508.84,288,558.341,1.179,0.998,6.348,1.019,0,0.132,0.961,0.985
2.088,6,3672.279,1346.216,6809.954,22.655,22.655,539.708,288,564.405,1.223,0.998,6.608,1.019,21.335,0.184,0.961,0.985
3.144,9,8378.872,1386.756,7112.219,60.356,60.356,592.685,288,583.662,1.389,0.998,7.506,1.02,12.559,0.249,0.961,0.985
4.161,12,14723.389,1547.465,7787.19,113.789,113.789,647.4,288,609.787,1.658,0.998,8.927,1.022,17.479,0.346,0.961,0.985
5.14,15,21634.613,1924.326,8493.179,175.268,175.268,715.705,288,641.035,2.079,0.998,11.099,1.026,25.544,0.506,0.961,0.985
6.175,18,29792.562,2307.386,8826.68,246.225,246.225,783.381,288,671.436,2.502,0.998,13.24,1.03,34.746,0.688,0.961,0.985
7.148,21,38984.349,2678.076,9131.979,332.107,332.107,836.834,288,694.726,2.965,0.998,15.543,1.035,44.67,0.884,0.961,0.985
8.206,24,50996.563,3087.593,9315.491,438.122,438.122,934.305,288,736.555,3.575,0.998,18.456,1.041,61.04,1.208,0.961,0.985
9.3,27,72770.09,3560.414,9773.539,644.805,644.805,1094.001,288,783.591,4.499,0.998,22.609,1.049,90.629,1.794,0.961,0.985
1.138,3,3035.763,1415.995,6727.511,11.458,11.458,532.646,288,562.296,1.21,0.998,6.514,1.019,0,0.16,0.961,0.986
2.088,6,3619.304,1346.892,6812.869,22.774,22.774,537.12,288,564.077,1.221,0.998,6.594,1.019,20.747,0.181,0.961,0.986
3.144,9,8379.06,1386.756,7114.797,60.346,60.346,591.877,288,583.515,1.389,0.998,7.498,1.02,12.525,0.248,0.961,0.986
4.161,12,14723.493,1547.465,7789.196,113.793,113.793,646.523,288,609.627,1.657,0.998,8.918,1.022,17.437,0.345,0.961,0.986
5.14,15,21634.864,1924.327,8494.091,175.27,175.27,714.736,288,640.855,2.079,0.998,11.088,1.026,25.488,0.505,0.961,0.986
6.175,18,29792.907,2307.375,8827.712,246.218,246.218,782.282,288,671.215,2.502,0.998,13.226,1.03,34.674,0.687,0.961,0.986
7.148,21,38983.886,2678.077,9132.485,332.098,332.098,835.808,288,694.556,2.964,0.998,15.526,1.035,44.589,0.883,0.961,0.986
8.206,24,50995.789,3087.579,9315.877,438.061,438.061,933.251,288,736.392,3.575,0.998,18.435,1.041,60.941,1.206,0.961,0.986
9.3,27,72769.66,3560.428,9774.31,644.847,644.847,1093.114,288,783.448,4.498,0.998,22.582,1.049,90.523,1.792,0.961,0.986
1.138,3,3907.719,1417.287,6731.524,11.55,11.55,557.949,288,566.224,1.241,0.998,6.684,1.019,0,0.19,0.961,0.987
2.088,6,3620.363,1346.847,6815.408,22.768,22.768,536.435,288,563.928,1.221,0.998,6.588,1.019,20.704,0.18,0.961,0.987
3.144,9,8379.122,1386.757,7117.367,60.347,60.347,591.07,288,583.367,1.389,0.998,7.491,1.02,12.492,0.247,0.961,0.987
4.161,12,14723.504,1547.466,7791.198,113.778,113.778,645.648,288,609.466,1.657,0.998,8.909,1.022,17.394,0.344,0.961,0.987
5.14,15,21635.005,1924.329,8495,175.292,175.292,713.77,288,640.675,2.079,0.998,11.076,1.026,25.432,0.503,0.961,0.987
6.175,18,29793.259,2307.362,8828.744,246.273,246.273,781.186,288,670.995,2.502,0.998,13.212,1.03,34.602,0.685,0.961,0.987
7.148,21,38983.552,2678.078,9132.992,332.095,332.095,834.785,288,694.387,2.964,0.998,15.51,1.035,44.509,0.881,0.961,0.987
8.206,24,50995.375,3087.563,9316.268,438.031,438.031,932.202,288,736.231,3.574,0.998,18.414,1.041,60.843,1.205,0.961,0.987
9.3,27,72771.644,3560.418,9775.106,644.774,644.774,1092.242,288,783.308,4.497,0.998,22.555,1.049,90.42,1.79,0.961,0.987
1.138,3,4909.537,1411.43,6730.833,11.206,11.206,586.826,288,570.187,1.272,0.998,6.86,1.019,0,0.224,0.961,0.988
2.088,6,3310.689,1349.491,6819.55,23.231,23.231,525.556,288,562.456,1.211,0.998,6.525,1.019,18.67,0.166,0.961,0.988
3.144,9,8379.201,1386.758,7119.938,60.354,60.354,590.265,288,583.219,1.389,0.998,7.484,1.02,12.458,0.247,0.961,0.988
4.161,12,14723.635,1547.467,7793.211,113.789,113.789,644.776,288,609.307,1.657,0.998,8.9,1.022,17.352,0.344,0.961,0.988
5.14,15,21635.051,1924.33,8495.907,175.275,175.275,712.805,288,640.494,2.078,0.998,11.065,1.026,25.377,0.502,0.961,0.988
6.175,18,29793.529,2307.347,8829.771,246.227,246.227,780.094,288,670.775,2.501,0.998,13.199,1.03,34.53,0.684,0.961,0.988
7.148,21,38983.134,2678.078,9133.498,332.225,332.225,833.765,288,694.218,2.963,0.998,15.493,1.035,44.428,0.88,0.961,0.988
8.206,24,50995.05,3087.554,9316.675,438.058,438.058,931.161,288,736.073,3.573,0.998,18.393,1.041,60.746,1.203,0.961,0.988
9.3,27,72773.005,3560.419,9775.892,644.968,644.968,1091.369,288,783.168,4.496,0.998,22.528,1.049,90.316,1.788,0.961,0.988
1.138,3,5189.767,1408.898,6731.878,11.05,11.05,593.906,288,571.057,1.281,0.998,6.9,1.019,0,0.234,0.961,0.989
2.088,6,3118.445,1352.26,6823.777,23.722,23.722,517.937,288,561.484,1.205,0.998,6.485,1.019,16.703,0.156,0.961,0.989
3.144,9,8379.315,1386.758,7122.514,60.362,60.362,589.461,288,583.072,1.388,0.998,7.477,1.02,12.425,0.246,0.961,0.989
4.161,12,14723.696,1547.468,7795.22,113.79,113.79,643.905,288,609.147,1.657,0.998,8.891,1.022,17.31,0.343,0.961,0.989
5.14,15,21635.303,1924.332,8496.82,175.32,175.32,711.844,288,640.315,2.078,0.998,11.054,1.026,25.322,0.501,0.961,0.989
6.175,18,29793.816,2307.335,8830.8,246.228,246.228,779.004,288,670.556,2.501,0.998,13.185,1.03,34.459,0.682,0.961,0.989
7.148,21,38982.806,2678.078,9134.004,332.089,332.089,832.748,288,694.049,2.962,0.998,15.476,1.035,44.348,0.878,0.961,0.989
8.206,24,50994.914,3087.548,9317.083,438.065,438.065,930.123,288,735.915,3.572,0.998,18.373,1.041,60.649,1.201,0.961,0.989
9.3,27,72773.374,3560.421,9776.659,644.79,644.79,1090.494,288,783.028,4.494,0.998,22.501,1.05,90.212,1.786,0.961,0.989
1.138,3,6605.848,1390.559,6723.537,9.958,9.958,633.396,288,575.868,1.319,0.998,7.123,1.019,0,0.282,0.961,0.99
2.088,6,3236.434,1350.69,6825.36,23.445,23.445,521.432,288,561.872,1.209,0.998,6.501,1.019,17.703,0.161,0.961,0.99
3.144,9,8379.406,1386.759,7125.087,60.357,60.357,588.66,288,582.925,1.388,0.998,7.47,1.02,12.391,0.245,0.961,0.99
4.161,12,14723.828,1547.468,7797.236,113.771,113.771,643.037,288,608.988,1.657,0.998,8.882,1.022,17.268,0.342,0.961,0.99
5.14,15,21635.617,1924.333,8497.735,175.28,175.28,710.885,288,640.136,2.078,0.998,11.043,1.026,25.266,0.5,0.961,0.99
6.175,18,29794.177,2307.326,8831.833,246.317,246.317,777.918,288,670.338,2.501,0.998,13.172,1.03,34.387,0.681,0.961,0.99
7.148,21,38982.433,2678.08,9134.509,332.165,332.165,831.733,288,693.881,2.962,0.998,15.459,1.035,44.268,0.876,0.961,0.99
8.206,24,50994.82,3087.544,9317.491,437.968,437.968,929.089,288,735.758,3.571,0.998,18.352,1.041,60.553,1.199,0.961,0.99
9.3,27,72773.273,3560.431,9777.418,645.102,645.102,1089.618,288,782.889,4.493,0.998,22.475,1.05,90.107,1.784,0.961,0.99
1.138,3,7363.804,1360.545,6707.518,8.212,8.212,661.188,288,577.592,1.332,0.998,7.204,1.019,12.542,0.325,0.961,0.991
2.088,6,2964.863,1356.21,6831.259,24.427,24.427,510.259,288,560.507,1.2,0.998,6.444,1.019,14.285,0.146,0.961,0.991
3.144,9,8379.552,1386.759,7127.666,60.366,60.366,587.86,288,582.778,1.388,0.998,7.462,1.02,12.358,0.245,0.961,0.991
4.161,12,14723.909,1547.469,7799.25,113.794,113.794,642.171,288,608.829,1.656,0.998,8.873,1.022,17.227,0.341,0.961,0.991
5.14,15,21635.801,1924.335,8498.645,175.324,175.324,709.929,288,639.958,2.077,0.998,11.031,1.026,25.211,0.499,0.961,0.991
6.175,18,29794.513,2307.316,8832.864,246.238,246.238,776.836,288,670.12,2.5,0.998,13.158,1.03,34.316,0.679,0.961,0.991
7.148,21,38982.104,2678.079,9135.015,332.206,332.206,830.721,288,693.714,2.961,0.998,15.442,1.035,44.188,0.875,0.961,0.991
8.206,24,50994.769,3087.54,9317.899,438.03,438.03,928.058,288,735.602,3.57,0.998,18.332,1.041,60.457,1.197,0.961,0.991
9.3,27,72774.884,3560.431,9778.195,645.026,645.026,1088.755,288,782.752,4.492,0.998,22.448,1.05,90.004,1.782,0.961,0.991
1.138,3,7094.081,1344.005,6699.468,7.272,7.272,657.462,288,576.194,1.319,0.998,7.137,1.019,20.663,0.325,0.961,0.992
2.088,6,2986.7,1355.619,6833.478,24.327,24.327,510.411,288,560.454,1.201,0.998,6.442,1.019,14.661,0.146,0.961,0.992
3.144,9,8379.569,1386.76,7130.236,60.36,60.36,587.061,288,582.631,1.388,0.998,7.455,1.02,12.324,0.244,0.961,0.992
4.161,12,14723.985,1547.469,7801.265,113.798,113.798,641.307,288,608.67,1.656,0.998,8.864,1.022,17.185,0.34,0.961,0.992
5.14,15,21635.967,1924.337,8499.556,175.294,175.294,708.974,288,639.779,2.077,0.998,11.02,1.026,25.156,0.498,0.961,0.992
6.175,18,29794.779,2307.302,8833.89,246.268,246.268,775.757,288,669.902,2.5,0.998,13.145,1.03,34.245,0.678,0.961,0.992
7.148,21,38981.712,2678.081,9135.519,332.074,332.074,829.712,288,693.547,2.961,0.998,15.425,1.035,44.108,0.873,0.961,0.992
8.206,24,50994.659,3087.541,9318.307,437.958,437.958,927.03,288,735.447,3.57,0.998,18.311,1.041,60.361,1.195,0.961,0.992
9.3,27,72775.567,3560.429,9778.953,645.109,645.109,1087.888,288,782.615,4.491,0.998,22.421,1.05,89.901,1.78,0.961,0.992
1.138,3,5741.48,1321.26,6686.624,6.013,6.013,627.173,288,570.939,1.276,0.998,6.893,1.019,30.062,0.295,0.961,0.993
2.088,6,2899.894,1358.6,6837.879,24.862,24.862,505.815,288,559.928,1.199,0.998,6.42,1.019,12.727,0.14,0.961,0.993
3.144,9,8379.724,1386.761,7132.816,60.368,60.368,586.265,288,582.484,1.388,0.998,7.448,1.02,12.291,0.243,0.961,0.993
4.161,12,14724.099,1547.47,7803.285,113.799,113.799,640.445,288,608.512,1.656,0.998,8.855,1.022,17.143,0.339,0.961,0.993
5.14,15,21636.022,1924.339,8500.463,175.333,175.333,708.021,288,639.601,2.077,0.998,11.009,1.026,25.101,0.497,0.961,0.993
6.175,18,29795.096,2307.293,8834.919,246.285,246.285,774.681,288,669.685,2.499,0.998,13.131,1.03,34.174,0.677,0.961,0.993
7.148,21,38981.356,2678.082,9136.024,332.077,332.077,828.706,288,693.38,2.96,0.998,15.409,1.035,44.029,0.872,0.961,0.993
8.206,24,50994.595,3087.538,9318.714,438,438,926.006,288,735.292,3.569,0.998,18.291,1.041,60.266,1.193,0.961,0.993
9.3,27,72776.654,3560.429,9779.716,644.836,644.836,1087.026,288,782.479,4.489,0.998,22.394,1.05,89.798,1.778,0.961,0.993
1.138,3,3967.871,1310.521,6680.675,5.417,5.417,581.387,288,563.832,1.221,0.998,6.578,1.019,32.602,0.243,0.961,0.994
2.088,6,2908.392,1358.349,6840.274,24.818,24.818,505.48,288,559.82,1.199,0.998,6.416,1.019,12.974,0.14,0.961,0.994
3.144,9,8379.811,1386.761,7135.393,60.368,60.368,585.469,288,582.337,1.388,0.998,7.441,1.02,12.258,0.243,0.961,0.994
4.161,12,14724.224,1547.471,7805.308,113.796,113.796,639.586,288,608.354,1.656,0.998,8.847,1.022,17.102,0.339,0.961,0.994
5.14,15,21636.28,1924.341,8501.377,175.301,175.301,707.072,288,639.423,2.077,0.998,10.998,1.026,25.046,0.496,0.961,0.994
6.175,18,29795.416,2307.284,8835.948,246.262,246.262,773.608,288,669.469,2.499,0.998,13.118,1.03,34.103,0.675,0.961,0.994
7.148,21,38981.082,2678.081,9136.528,332.194,332.194,827.702,288,693.214,2.959,0.998,15.392,1.035,43.949,0.87,0.961,0.994
8.206,24,50994.506,3087.537,9319.12,437.964,437.964,924.984,288,735.138,3.568,0.998,18.27,1.041,60.171,1.191,0.961,0.994
9.3,27,72777.73,3560.429,9780.476,644.86,644.86,1086.167,288,782.343,4.488,0.998,22.368,1.05,89.694,1.776,0.961,0.994
1.138,3,2725.341,1309.273,6681.048,5.34,5.34,545.444,288,558.371,1.18,0.998,6.348,1.019,31.65,0.2,0.961,0.995
2.088,6,2866.631,1361.549,6844.8,25.388,25.388,502.13,288,559.507,1.198,0.998,6.403,1.019,11.092,0.135,0.961,0.995
3.144,9,8379.98,1386.761,7137.975,60.362,60.362,584.677,288,582.191,1.388,0.998,7.434,1.02,12.225,0.242,0.961,0.995
4.161,12,14724.277,1547.471,7807.326,113.796,113.796,638.728,288,608.196,1.656,0.998,8.838,1.022,17.06,0.338,0.961,0.995
5.14,15,21636.436,1924.343,8502.288,175.285,175.285,706.125,288,639.246,2.076,0.998,10.987,1.026,24.991,0.495,0.961,0.995
6.175,18,29795.738,2307.277,8836.978,246.316,246.316,772.539,288,669.254,2.499,0.998,13.104,1.03,34.033,0.674,0.961,0.995
7.148,21,38980.739,2678.081,9137.032,332.168,332.168,826.701,288,693.049,2.959,0.998,15.375,1.035,43.87,0.869,0.961,0.995
8.206,24,50994.454,3087.535,9319.525,438.094,438.094,923.966,288,734.985,3.567,0.998,18.25,1.041,60.076,1.189,0.961,0.995
9.3,27,72778.436,3560.432,9781.226,645.082,645.082,1085.308,288,782.209,4.487,0.998,22.341,1.05,89.589,1.773,0.961,0.995
1.138,3,1177.005,1316.448,6686.037,5.707,5.707,493.523,288,550.509,1.127,0.998,6.032,1.019,25.181,0.137,0.961,0.996
2.088,6,2884.55,1361.037,6847.037,25.305,25.305,502.231,288,559.441,1.198,0.998,6.4,1.019,11.455,0.135,0.961,0.996
3.144,9,8380.032,1386.762,7140.55,60.37,60.37,583.884,288,582.044,1.388,0.998,7.427,1.02,12.191,0.241,0.961,0.996
4.161,12,14724.438,1547.472,7809.356,113.789,113.789,637.873,288,608.039,1.655,0.998,8.829,1.022,17.019,0.337,0.961,0.996
5.14,15,21636.483,1924.346,8503.196,175.319,175.319,705.179,288,639.068,2.076,0.998,10.976,1.026,24.937,0.494,0.961,0.996
6.175,18,29795.987,2307.265,8838.002,246.281,246.281,771.473,288,669.039,2.498,0.998,13.091,1.03,33.962,0.672,0.961,0.996
7.148,21,38980.406,2678.081,9137.535,332.153,332.153,825.703,288,692.883,2.958,0.998,15.359,1.035,43.791,0.867,0.961,0.996
8.206,24,50994.406,3087.533,9319.93,438.105,438.105,922.951,288,734.832,3.566,0.998,18.23,1.041,59.981,1.187,0.961,0.996
9.3,27,72778.792,3560.436,9781.967,644.853,644.853,1084.449,288,782.074,4.486,0.998,22.315,1.05,89.485,1.771,0.961,0.996
1.138,3,362.011,1333.954,6698.542,6.648,6.648,456.091,288,545.723,1.097,0.998,5.849,1.019,13.818,0.086,0.961,0.997
2.088,6,2867.327,1366.204,6852.891,26.24,26.24,498.719,288,559.257,1.199,0.998,6.393,1.019,8.359,0.129,0.961,0.997
3.144,9,8380.161,1386.763,7143.132,60.368,60.368,583.094,288,581.898,1.388,0.998,7.42,1.02,12.158,0.241,0.961,0.997
4.161,12,14724.347,1547.473,7811.365,113.8,113.8,637.018,288,607.881,1.655,0.998,8.82,1.023,16.977,0.336,0.961,0.997
5.14,15,21636.639,1924.348,8504.107,175.292,175.292,704.237,288,638.892,2.076,0.998,10.964,1.026,24.882,0.493,0.961,0.997
6.175,18,29796.303,2307.258,8839.031,246.327,246.327,770.41,288,668.825,2.498,0.998,13.078,1.03,33.892,0.671,0.961,0.997
7.148,21,38980.085,2678.082,9138.039,332.166,332.166,824.707,288,692.719,2.958,0.998,15.342,1.035,43.712,0.865,0.961,0.997
8.206,24,50994.315,3087.532,9320.334,437.978,437.978,921.939,288,734.68,3.565,0.998,18.209,1.041,59.886,1.186,0.961,0.997
9.3,27,72779.737,3560.436,9782.719,644.89,644.89,1083.599,288,781.942,4.485,0.998,22.288,1.05,89.382,1.769,0.961,0.997
1.138,3,317.843,1341.922,6706.134,7.084,7.084,449.421,288,545.234,1.096,0.998,5.831,1.019,9.381,0.075,0.961,0.998
2.088,6,2883.229,1365.972,6855.266,26.201,26.201,498.655,288,559.19,1.199,0.998,6.39,1.019,8.535,0.13,0.961,0.998
3.144,9,8380.211,1386.764,7145.709,60.368,60.368,582.306,288,581.751,1.387,0.998,7.412,1.02,12.125,0.24,0.961,0.998
4.161,12,14724.489,1547.473,7813.396,113.803,113.803,636.167,288,607.724,1.655,0.998,8.811,1.023,16.936,0.335,0.961,0.998
5.14,15,21636.862,1924.349,8505.02,175.295,175.295,703.297,288,638.716,2.075,0.998,10.953,1.026,24.828,0.491,0.961,0.998
6.175,18,29796.607,2307.25,8840.059,246.318,246.318,769.35,288,668.611,2.498,0.998,13.064,1.03,33.822,0.67,0.961,0.998
7.148,21,38979.753,2678.082,9138.542,332.169,332.169,823.714,288,692.554,2.957,0.998,15.326,1.035,43.634,0.864,0.961,0.998
8.206,24,50994.276,3087.529,9320.737,437.993,437.993,920.931,288,734.529,3.565,0.998,18.189,1.041,59.792,1.184,0.961,0.998
9.3,27,72781.007,3560.427,9783.48,644.996,644.996,1082.756,288,781.811,4.483,0.998,22.262,1.05,89.28,1.767,0.961,0.998
1.138,3,575.077,1360.048,6720.751,8.1,8.1,451.172,288,546.687,1.108,0.998,5.887,1.019,0,0.071,0.961,0.999
2.088,6,2897.511,1367.431,6858.704,26.461,26.461,497.831,288,559.136,1.2,0.998,6.388,1.02,7.94,0.128,0.961,0.999
3.144,9,8380.328,1386.764,7148.29,60.375,60.375,581.519,288,581.605,1.387,0.998,7.405,1.02,12.092,0.239,0.961,0.999
4.161,12,14724.559,1547.474,7815.423,113.802,113.802,635.318,288,607.567,1.655,0.998,8.803,1.023,16.895,0.334,0.961,0.999
5.14,15,21637.004,1924.351,8505.932,175.295,175.295,702.359,288,638.54,2.075,0.998,10.942,1.026,24.773,0.49,0.961,0.999
6.175,18,29796.865,2307.244,8841.085,246.285,246.285,768.294,288,668.398,2.497,0.998,13.051,1.03,33.752,0.668,0.961,0.999
