1,2,3,4,5,6,7,8,9,10,11
-1,0,0,-1,-1,1,0,1,0,0,-3.4601800000000003
1,0,1,-1,-1,1,1,-1,1,0,3.85154
-1,-1,-1,0,-1,0,1,-1,-1,0,-3.52619
1,1,-1,-1,1,0,0,0,0,0,1.89537
1,0,0,-1,-1,-1,0,-1,1,0,1.6472799999999999
1,0,1,1,-1,0,-1,1,-1,-1,5.66591
-1,-1,-1,0,0,-1,-1,1,1,1,-7.34678
-1,1,0,0,1,-1,0,0,1,0,-0.384151
-1,-1,-1,0,-1,0,0,0,-1,-1,-5.15685
-1,1,0,-1,-1,1,1,0,0,0,-3.3515099999999998
-1,0,-1,0,-1,-1,-1,1,0,0,-7.4626
1,-1,0,1,1,-1,1,-1,1,1,1.3941
1,1,0,-1,0,-1,1,1,1,1,5.66073
-1,1,1,1,1,0,0,-1,1,1,-1.3020100000000001
1,0,1,1,1,0,0,-1,-1,-1,6.8708100000000005
1,-1,1,0,0,-1,-1,-1,-1,0,1.1849399999999999
-1,1,1,0,1,0,1,0,0,-1,1.57998
-1,-1,1,1,0,1,0,0,0,-1,-1.3170899999999999
-1,0,0,-1,1,-1,1,-1,-1,1,-2.25356
-1,-1,0,1,-1,1,0,0,-1,1,-3.7827
-1,0,0,1,0,1,1,-1,0,-1,-0.31898699999999997
-1,0,0,1,1,-1,1,1,0,0,-0.038993099999999996
-1,1,-1,-1,-1,-1,-1,1,-1,0,-9.6685
-1,-1,0,-1,0,-1,-1,0,1,1,-6.86194
-1,0,1,-1,0,0,-1,0,1,1,-2.55118
-1,-1,-1,-1,1,0,-1,-1,-1,0,0.31399099999999996
1,-1,0,-1,0,-1,0,1,1,1,-0.6452359999999999
1,1,1,1,-1,0,-1,-1,1,0,8.46342
1,1,1,1,-1,0,1,0,1,1,9.04106
-1,0,0,0,0,0,1,0,-1,0,-2.67861
-1,-1,0,0,-1,1,-1,-1,1,1,-3.54466
-1,-1,0,0,0,0,-1,1,-1,-1,-4.19799
-1,0,0,1,-1,-1,-1,-1,1,1,-8.7445
-1,-1,-1,0,0,-1,1,0,1,-1,-1.9517400000000003
-1,1,0,-1,0,1,-1,1,0,1,-1.08073
-1,1,0,0,0,0,-1,-1,1,0,-2.7280599999999997
1,-1,0,1,1,-1,-1,1,-1,-1,-0.266581
-1,-1,-1,-1,-1,1,0,-1,0,1,-3.15009
-1,-1,1,-1,0,-1,1,1,0,0,-3.70745
1,0,1,-1,0,0,1,1,-1,0,3.96978
1,1,-1,1,-1,0,-1,0,1,-1,3.92145
-1,1,0,-1,-1,-1,-1,0,0,-1,-9.06638
1,1,-1,1,1,0,-1,1,-1,1,4.96101
1,1,0,1,1,1,-1,0,-1,1,6.4757
1,-1,1,-1,0,0,1,1,0,0,2.03215
-1,1,0,1,0,-1,-1,1,0,0,-4.55311
1,0,1,1,-1,-1,-1,1,1,1,5.18445
1,1,1,-1,0,1,0,1,0,1,8.27132
-1,0,1,0,0,0,1,0,-1,0,-3.69423
-1,0,1,-1,1,1,1,1,-1,0,3.1786
-1,0,0,-1,-1,0,-1,-1,0,0,-6.75995
-1,0,0,0,0,1,1,0,0,-1,0.633299
1,0,-1,1,-1,1,-1,0,1,0,1.19256
1,0,1,1,0,0,0,1,0,0,4.412059999999999
1,-1,-1,0,1,-1,0,0,-1,-1,-4.49766
1,0,-1,1,-1,0,1,-1,-1,1,1.0814700000000002
1,0,-1,-1,-1,-1,0,0,-1,-1,1.8237599999999998
1,0,1,1,1,0,1,1,1,-1,5.618040000000001
-1,-1,0,1,0,0,-1,0,-1,-1,-5.1616599999999995
-1,1,0,1,0,-1,0,-1,0,1,-6.2504
1,-1,1,1,1,-1,0,1,1,1,3.8526800000000003
-1,0,-1,0,0,1,-1,1,0,0,-2.30385
1,-1,-1,0,1,-1,-1,1,0,0,-2.5044
1,-1,-1,-1,1,1,1,-1,1,1,-2.11354
-1,0,-1,1,-1,-1,0,-1,-1,0,-6.24198
-1,-1,0,0,0,-1,0,1,1,1,-5.76063
1,0,1,0,1,-1,1,1,1,-1,6.4336199999999995
1,-1,0,1,0,-1,-1,0,0,1,2.25558
-1,0,-1,0,0,0,1,1,-1,-1,-1.46251
1,1,0,-1,1,0,0,0,-1,0,5.71531
1,-1,1,-1,1,-1,1,0,0,1,1.4492
-1,0,1,0,1,1,1,0,1,-1,2.69559
1,0,1,1,1,-1,0,-1,0,0,6.13588
1,0,-1,0,-1,-1,1,-1,1,-1,0.34241
1,-1,-1,0,1,0,-1,-1,-1,-1,-2.81897
1,1,1,0,0,1,-1,-1,0,0,8.00265
-1,1,1,1,-1,1,-1,0,-1,1,-4.33746
-1,0,0,1,1,1,-1,0,1,-1,1.6022299999999998
1,-1,0,-1,-1,0,-1,0,0,-1,-2.72039
1,1,1,0,-1,-1,-1,-1,0,1,8.804839999999999
-1,-1,1,0,0,-1,1,1,1,0,-6.86415
-1,1,0,0,1,-1,1,0,-1,1,-0.501405
1,0,1,-1,-1,0,1,-1,1,0,5.4766
-1,-1,-1,0,1,-1,1,-1,0,1,-0.013143100000000001
1,-1,1,0,1,1,-1,1,0,-1,2.26788
1,-1,1,1,0,0,0,1,0,1,4.56423
1,0,1,-1,-1,-1,-1,-1,-1,-1,4.0481300000000005
1,1,1,1,0,0,1,1,-1,-1,8.024469999999999
1,1,-1,0,-1,0,-1,-1,0,0,2.06147
1,0,1,-1,-1,1,0,-1,0,-1,2.81873
-1,1,0,0,0,1,-1,-1,-1,-1,-1.2436
-1,1,1,1,-1,1,-1,0,-1,1,-5.49526
-1,1,1,1,0,-1,1,-1,0,0,-3.38403
1,1,1,0,0,0,0,0,1,0,7.94298
-1,1,-1,1,0,-1,0,1,1,0,-6.50433
1,-1,-1,0,0,-1,-1,-1,-1,1,-0.6078100000000001
1,-1,-1,-1,-1,-1,0,-1,1,1,-2.83764
1,-1,0,0,0,1,-1,1,-1,1,-0.130776
1,-1,0,1,1,0,0,1,0,1,0.145401
1,1,0,1,-1,0,1,-1,1,-1,7.80099
-1,0,1,-1,-1,1,0,1,1,0,-2.99963
1,-1,-1,-1,-1,1,0,0,-1,1,-0.45387200000000005
-1,1,-1,1,1,-1,1,1,0,1,-1.17192
-1,-1,0,1,1,0,1,0,0,1,0.53666
1,0,-1,0,1,1,0,0,0,1,0.477204
1,1,-1,-1,0,1,1,-1,1,-1,2.6149299999999998
1,0,-1,1,-1,0,0,0,-1,-1,1.9939099999999998
1,-1,0,0,0,0,1,-1,0,-1,1.27777
-1,1,-1,1,1,-1,0,0,1,1,-1.7734599999999998
-1,-1,1,1,0,-1,1,-1,-1,0,-4.4328
-1,1,-1,0,-1,-1,1,1,1,1,-6.67841
1,1,0,-1,-1,-1,0,1,0,-1,5.93383
-1,-1,1,1,0,-1,1,1,0,-1,-5.87036
1,-1,1,0,-1,-1,1,1,-1,-1,1.31195
1,-1,1,0,1,-1,-1,1,-1,-1,1.49389
-1,-1,-1,-1,0,-1,1,-1,0,1,-2.12633
1,0,-1,0,-1,0,0,0,0,0,0.189396
1,1,1,-1,0,0,1,0,-1,0,7.6166
-1,0,1,0,1,0,1,-1,0,-1,0.816862
1,0,-1,0,0,0,0,0,0,1,0.526003
1,0,-1,1,-1,0,-1,1,-1,0,2.2763
1,-1,1,-1,1,0,1,0,1,0,0.989669
1,0,0,1,0,1,0,1,0,1,4.67108
-1,-1,1,1,0,1,-1,0,1,1,-1.96322
1,0,-1,1,-1,1,-1,1,-1,-1,0.414038
1,0,1,0,0,0,1,1,0,0,3.70577
-1,-1,1,1,-1,0,-1,1,0,0,-6.37514
1,0,1,1,1,1,1,-1,-1,-1,7.287539999999999
-1,-1,0,0,-1,-1,1,1,1,0,-7.91303
-1,-1,0,1,-1,-1,1,-1,1,0,-5.95327
-1,-1,1,1,1,0,-1,-1,-1,-1,-1.03948
1,0,-1,0,-1,0,-1,0,-1,0,1.03436
-1,0,0,1,1,0,-1,1,-1,-1,-0.76707
1,-1,-1,-1,0,1,1,-1,0,1,-4.0697
1,0,1,0,0,-1,0,1,0,-1,5.34774
-1,0,0,-1,-1,1,1,-1,-1,1,-3.11317
1,-1,0,-1,-1,0,1,0,-1,0,-2.95934
-1,0,1,1,-1,1,0,1,0,-1,-3.5625199999999997
-1,-1,0,1,-1,0,1,0,-1,-1,-5.00939
1,0,1,1,-1,0,-1,0,1,-1,5.36161
1,1,0,0,1,1,0,0,0,1,7.2720899999999995
-1,0,1,0,0,0,1,0,0,0,-0.548854
1,1,-1,1,1,-1,0,-1,-1,0,4.98385
-1,1,0,0,0,0,0,-1,-1,0,-3.75023
-1,0,0,1,-1,0,0,0,-1,-1,-4.91096
1,1,-1,-1,-1,-1,-1,0,-1,-1,2.6798
-1,-1,-1,1,0,1,-1,0,0,0,-1.6670099999999999
1,-1,0,-1,1,1,1,0,1,1,-3.1494400000000002
1,-1,1,0,1,1,1,1,0,0,0.646105
1,0,-1,1,-1,1,-1,-1,0,-1,2.96991
1,0,0,1,-1,0,0,-1,1,0,4.88168
1,0,1,0,1,1,-1,1,1,-1,5.26702
1,1,0,1,-1,-1,-1,0,1,0,6.87276
-1,0,-1,0,0,-1,0,-1,1,-1,-3.56779
1,1,1,0,-1,0,1,-1,1,1,8.50145
-1,1,-1,1,0,0,1,-1,-1,1,-1.30475
-1,0,1,0,0,1,0,-1,1,0,-1.3125
1,0,0,0,0,-1,0,-1,1,1,3.5289699999999997
1,0,-1,0,1,1,0,1,1,1,1.77057
-1,0,1,0,-1,0,0,1,0,-1,-6.6948
1,0,0,1,1,-1,0,1,-1,0,2.64776
-1,0,0,-1,-1,0,-1,0,-1,-1,-7.861439999999999
-1,-1,1,-1,0,0,0,-1,-1,-1,-3.54319
1,1,1,1,0,0,1,1,0,1,10.0344
1,0,0,1,-1,0,0,1,1,-1,5.3000300000000005
-1,1,1,-1,1,-1,1,0,1,-1,-1.0363200000000001
1,0,0,0,1,1,-1,-1,-1,0,2.64775
-1,-1,0,0,-1,0,-1,1,0,0,-6.94372
-1,-1,-1,-1,1,0,-1,1,0,0,0.257324
-1,1,-1,1,0,1,1,0,0,0,0.555906
1,1,-1,0,1,1,0,0,1,-1,4.23062
1,1,0,-1,1,-1,0,1,1,1,5.1054900000000005
-1,0,0,1,1,0,-1,0,1,1,-0.139574
1,1,0,1,1,-1,0,-1,-1,0,7.55917
1,-1,0,-1,0,0,-1,0,0,-1,-2.19714
-1,-1,0,1,1,0,1,1,0,1,1.06395
-1,-1,1,0,1,1,0,-1,0,0,0.29302399999999995
1,-1,0,1,0,-1,1,1,1,0,1.97482
-1,0,0,0,1,-1,-1,0,-1,-1,-2.41825
-1,1,0,1,-1,-1,1,-1,1,-1,-9.20085
-1,1,0,1,0,-1,-1,0,1,0,-5.01241
-1,0,0,1,1,-1,0,-1,1,-1,-1.58159
-1,0,1,-1,0,0,1,0,1,-1,-4.07364
1,-1,-1,-1,1,0,0,1,-1,-1,-3.83463
-1,-1,0,0,1,-1,0,1,-1,1,-0.766699
1,-1,0,0,1,1,0,0,0,-1,0.325809
1,0,-1,1,0,1,1,1,-1,0,0.8353860000000001
-1,-1,1,1,1,1,-1,0,0,-1,2.93358
-1,-1,1,0,0,-1,0,1,1,0,-6.18239
1,1,-1,0,1,0,0,1,1,1,4.458130000000001
-1,-1,0,0,1,0,1,1,0,1,2.10684
1,1,1,-1,0,-1,1,0,-1,0,5.96948
-1,1,1,0,0,-1,0,0,1,1,-5.96371
1,1,1,-1,0,0,0,1,1,-1,5.968999999999999
1,-1,1,-1,1,1,1,1,0,0,-0.840809
-1,-1,0,-1,-1,-1,-1,0,1,1,-8.948080000000001
-1,0,1,0,0,-1,-1,0,-1,1,-5.25419
1,1,-1,-1,1,0,-1,-1,0,-1,3.05804
-1,-1,-1,1,-1,-1,0,1,0,0,-8.9121
-1,1,-1,-1,-1,-1,0,1,0,-1,-8.20651
1,-1,1,1,-1,0,1,1,-1,-1,3.21009
1,1,0,1,1,-1,0,-1,0,1,5.55011
1,0,1,-1,-1,-1,-1,1,1,0,4.56119
1,1,-1,-1,0,1,1,0,0,-1,3.97367
1,-1,1,0,-1,0,-1,0,-1,1,2.16823
-1,-1,0,-1,-1,1,1,-1,1,-1,-2.40638
-1,1,-1,0,-1,1,1,1,1,-1,-2.66623
-1,-1,0,0,1,0,0,0,-1,-1,-0.038730400000000005
-1,0,-1,-1,0,-1,1,1,0,0,-3.92436
1,0,-1,-1,1,-1,1,1,0,0,0.707212
1,0,0,0,1,0,0,0,0,1,3.41499
1,0,1,-1,-1,1,1,-1,-1,-1,3.9924199999999996
1,1,-1,1,1,1,-1,1,0,0,5.2443800000000005
-1,0,0,0,1,1,0,1,1,0,2.24214
1,0,-1,1,1,-1,1,-1,1,-1,0.542341
1,0,-1,0,1,-1,-1,-1,1,0,1.34785
-1,0,-1,1,-1,1,0,1,1,-1,-4.38971
-1,1,0,-1,1,-1,0,0,-1,-1,-1.72138
1,-1,-1,1,1,0,0,1,-1,1,-0.41615
1,0,-1,1,0,-1,-1,1,1,-1,1.2334100000000001
-1,0,-1,-1,0,0,1,1,-1,0,-2.3134
-1,0,1,-1,-1,-1,1,0,-1,0,-7.102930000000001
-1,1,1,1,0,-1,0,-1,1,-1,-5.81945
1,1,0,1,1,0,1,1,-1,1,7.95005
-1,1,0,-1,0,-1,0,-1,1,-1,-5.30267
1,1,-1,0,0,-1,1,1,1,1,5.85675
1,-1,-1,1,0,1,1,0,0,1,-0.209835
1,0,0,-1,0,-1,0,1,1,0,2.91317
1,-1,1,-1,0,0,1,-1,1,1,0.296906
-1,1,1,0,-1,-1,1,1,1,0,-7.94875
1,0,-1,0,0,-1,0,0,1,-1,2.0622599999999998
1,1,0,0,1,0,1,-1,1,1,6.6492
-1,1,-1,-1,1,-1,1,1,0,-1,-1.83768
1,1,1,1,-1,0,-1,-1,1,1,8.712439999999999
1,-1,1,-1,1,1,-1,-1,1,-1,1.75837
1,-1,0,1,1,1,1,0,0,0,-0.9966020000000001
-1,1,1,1,-1,0,-1,-1,1,1,-8.122119999999999
1,1,1,0,1,-1,1,-1,1,1,10.1048
-1,1,1,1,1,0,0,0,0,-1,-0.921952
1,0,-1,1,0,0,0,-1,0,-1,2.1122900000000002
1,0,0,-1,1,1,0,1,1,1,3.41929
1,1,-1,0,1,0,1,1,-1,0,5.0849400000000005
-1,0,0,0,1,-1,-1,0,-1,0,-1.40011
-1,1,-1,-1,0,-1,-1,1,-1,0,-5.8347
-1,-1,-1,1,1,1,0,-1,-1,1,2.24592
-1,1,1,-1,0,-1,1,-1,1,-1,-5.58404
1,0,-1,-1,0,1,-1,-1,-1,1,-0.33663000000000004
1,0,1,1,0,-1,-1,1,-1,1,6.49946
1,0,1,1,-1,0,0,0,0,-1,5.09805
-1,-1,-1,1,1,-1,1,-1,1,0,-1.96175
-1,-1,1,1,0,0,1,-1,1,-1,-2.34386
1,0,-1,0,0,0,0,-1,1,0,2.37114
1,-1,-1,1,0,0,-1,-1,-1,1,-1.18871
-1,0,0,0,1,-1,1,0,0,1,-1.20417
-1,-1,0,0,-1,1,0,1,0,-1,-4.15313
-1,-1,0,1,1,0,-1,1,-1,1,-2.53733
1,1,-1,1,0,1,0,-1,0,1,4.99787
1,1,-1,1,0,-1,-1,-1,1,1,5.89015
-1,0,-1,-1,-1,-1,0,0,1,1,-8.402619999999999
-1,0,0,0,0,1,1,0,-1,-1,-0.7822560000000001
1,1,1,-1,0,-1,-1,1,0,0,7.75555
1,-1,0,0,0,0,-1,-1,-1,-1,-2.20459
1,-1,0,1,1,1,1,1,-1,-1,0.658524
1,1,1,0,1,-1,1,1,1,-1,8.02767
1,-1,0,1,0,1,1,0,0,-1,1.52716
-1,1,0,-1,1,1,1,-1,0,-1,3.6857599999999997
1,0,0,0,0,-1,1,0,-1,-1,3.47252
-1,1,0,0,-1,-1,1,0,1,0,-5.77878
-1,1,0,1,1,0,0,0,0,0,-0.9475459999999999
-1,1,0,0,-1,0,0,0,0,-1,-7.187010000000001
-1,1,0,-1,-1,-1,0,0,0,1,-9.55831
1,1,1,-1,1,1,-1,1,0,0,6.606260000000001
-1,0,0,1,-1,-1,1,-1,1,0,-7.784860000000001
1,1,0,1,1,1,-1,1,-1,0,6.11986
-1,1,-1,1,0,-1,-1,-1,0,1,-5.9843
-1,-1,0,0,-1,0,-1,1,0,0,-7.16233
1,0,0,-1,0,0,-1,1,-1,1,1.3541
1,0,-1,1,1,-1,-1,1,1,0,1.90335
1,1,1,-1,0,-1,1,-1,0,0,8.98025
-1,1,-1,0,0,-1,1,0,0,1,-2.83154
1,1,-1,1,0,1,1,1,-1,0,5.37172
-1,1,1,1,-1,-1,0,0,1,0,-9.29769
1,1,-1,0,1,0,1,0,0,1,4.3046
-1,0,1,-1,1,1,1,1,0,1,3.40593
1,0,-1,0,-1,0,0,0,-1,-1,2.47661
1,-1,1,-1,-1,1,1,1,-1,1,1.77532
-1,0,1,0,0,0,-1,-1,0,1,-5.70306
-1,1,1,0,1,1,1,1,0,1,4.58038
-1,1,-1,-1,1,-1,0,0,0,1,-1.9194099999999998
1,-1,-1,0,-1,1,-1,-1,-1,-1,-1.9589900000000002
-1,1,0,-1,0,0,1,0,0,-1,-0.727709
1,0,0,0,0,-1,-1,1,-1,-1,3.7940400000000003
-1,-1,-1,0,0,-1,-1,0,-1,1,-7.456989999999999
-1,1,-1,0,0,-1,-1,0,1,0,-5.54096
-1,-1,0,1,-1,0,0,1,-1,0,-5.2544
1,0,-1,-1,0,-1,1,0,0,-1,-2.27231
-1,-1,0,1,0,0,0,1,1,0,-1.31998
-1,-1,1,-1,-1,0,1,-1,-1,-1,-4.7996300000000005
-1,0,-1,1,-1,-1,1,1,1,1,-8.46344
-1,-1,1,0,0,0,-1,-1,1,1,-3.83831
1,0,1,0,-1,1,0,-1,0,-1,5.90881
-1,-1,-1,1,0,0,1,0,-1,-1,-1.9260400000000002
1,0,1,1,-1,-1,-1,-1,-1,0,5.65414
-1,-1,1,-1,1,1,-1,0,-1,0,-1.13799
1,0,1,-1,0,1,1,-1,-1,-1,3.1387400000000003
-1,0,0,0,0,0,0,-1,0,1,-4.15257
1,1,-1,0,0,0,0,0,0,0,2.56803
1,0,1,0,0,1,-1,0,1,1,4.85922
-1,1,-1,0,0,1,-1,0,0,0,-1.0547799999999998
-1,0,-1,1,-1,1,0,-1,-1,-1,-3.3886300000000005
-1,1,-1,-1,1,-1,1,-1,0,-1,-1.29141
1,1,1,0,1,0,-1,0,0,1,6.42014
-1,-1,1,1,0,-1,-1,-1,1,-1,-4.6702
1,0,1,1,1,1,1,-1,0,-1,3.9976300000000005
1,-1,0,0,-1,0,0,0,0,-1,-0.394133
-1,1,1,-1,0,0,1,0,-1,0,-0.56675
1,0,-1,-1,1,1,0,1,0,-1,-1.7535900000000002
-1,-1,0,-1,-1,0,-1,1,-1,-1,-7.79824
-1,1,0,0,-1,1,0,1,-1,1,-4.17338
1,0,-1,1,1,0,1,0,0,1,2.4051099999999996
1,0,1,1,1,1,1,1,0,1,4.75563
1,0,1,0,0,0,0,-1,1,0,5.31005
1,0,1,-1,0,-1,1,1,0,0,4.77813
1,0,-1,-1,-1,-1,0,-1,1,1,1.58866
1,0,-1,0,0,1,1,-1,0,-1,0.632518
-1,1,-1,1,-1,-1,1,-1,-1,0,-6.50962
1,0,-1,-1,-1,-1,-1,1,-1,1,-0.06454209999999999
-1,0,1,0,1,0,-1,-1,-1,0,-2.53258
-1,1,0,0,-1,0,-1,0,0,-1,-6.0792
1,-1,1,-1,-1,-1,-1,-1,1,-1,0.448405
-1,1,-1,-1,1,-1,1,-1,-1,1,-0.891266
-1,1,-1,1,0,-1,1,0,1,0,-4.95025
1,0,-1,1,0,1,-1,1,1,-1,4.494280000000001
1,1,0,0,-1,-1,-1,1,0,0,4.25657
-1,0,-1,0,0,1,-1,0,-1,-1,-1.0482200000000002
-1,1,-1,1,1,0,0,0,1,1,0.813045
1,1,-1,1,1,-1,0,0,0,-1,6.90268
-1,1,1,1,-1,1,1,-1,0,-1,-1.58243
1,1,0,-1,1,-1,0,0,-1,1,3.67179
1,0,0,-1,1,0,-1,0,0,0,1.7773900000000002
1,-1,-1,0,1,0,1,0,0,0,-2.24071
1,1,0,-1,0,1,1,1,-1,-1,5.33387
-1,1,-1,1,1,1,0,1,-1,1,0.387303
1,-1,0,1,0,0,-1,0,-1,1,-0.16789400000000002
-1,1,1,0,-1,-1,0,-1,0,-1,-9.49351
1,1,-1,-1,-1,0,1,1,1,0,3.4013699999999996
-1,1,0,1,0,1,-1,1,-1,-1,-1.6553
-1,0,0,0,0,-1,-1,1,1,-1,-6.6287899999999995
-1,1,-1,0,0,1,0,1,1,1,-2.17122
-1,1,1,-1,1,0,1,0,-1,0,0.762166
1,0,-1,1,1,-1,0,1,1,1,2.89266
1,-1,1,-1,1,0,0,0,1,1,0.597202
1,-1,-1,0,0,1,1,0,-1,-1,-1.69698
-1,0,1,1,1,-1,1,-1,1,-1,-1.0664799999999999
-1,0,0,-1,1,0,1,1,-1,1,0.33527199999999996
-1,-1,-1,0,0,0,-1,0,-1,1,-5.014819999999999
-1,0,-1,-1,1,0,0,1,1,1,-0.0145561
-1,-1,1,1,-1,-1,0,-1,-1,1,-7.24178
1,-1,1,1,0,1,-1,1,0,-1,2.70692
1,1,-1,0,0,1,1,1,-1,0,3.74201
1,-1,1,1,-1,0,1,1,0,1,3.2549900000000003
1,1,1,-1,0,0,1,-1,-1,1,7.217639999999999
-1,1,-1,1,1,1,0,0,0,0,-0.056197800000000006
-1,0,0,-1,0,1,-1,1,1,0,-3.76798
1,0,-1,1,-1,-1,0,1,-1,1,0.9614729999999999
1,-1,1,-1,1,0,-1,1,1,0,0.762722
1,1,1,-1,-1,0,0,-1,-1,1,5.764069999999999
-1,1,1,-1,1,0,1,0,0,0,0.3358
1,-1,-1,1,-1,-1,0,0,0,1,-3.0186900000000003
-1,1,0,-1,0,-1,0,0,-1,-1,-4.6119900000000005
1,0,0,0,1,0,0,0,1,-1,2.4031
1,-1,1,0,0,-1,0,0,1,-1,0.936876
-1,0,0,-1,0,0,0,-1,0,0,-2.14743
-1,-1,-1,0,1,0,1,1,-1,-1,1.89979
-1,0,-1,0,0,0,0,1,0,1,-3.79825
-1,1,-1,0,0,-1,1,1,0,-1,-2.38441
-1,1,-1,1,1,1,0,1,-1,-1,1.6292799999999998
1,-1,1,-1,0,1,-1,1,1,0,0.909484
1,1,-1,-1,0,0,0,1,-1,-1,2.6059200000000002
1,0,0,0,0,0,0,1,1,0,1.26488
-1,0,0,0,-1,0,1,1,0,-1,-5.35401
1,-1,0,0,-1,1,1,0,1,-1,-1.1747100000000001
1,1,-1,0,1,1,1,0,-1,-1,4.32465
1,-1,-1,1,0,-1,0,-1,1,-1,-1.7551
-1,-1,-1,0,-1,1,1,-1,-1,1,-0.681868
-1,-1,-1,0,0,1,1,1,-1,0,-0.0916319
-1,0,0,-1,-1,1,0,0,1,0,-2.90596
-1,1,0,-1,-1,1,-1,0,0,-1,-6.17898
-1,1,0,0,1,1,0,1,1,-1,2.9348099999999997
-1,0,-1,0,-1,0,-1,1,-1,-1,-5.29574
-1,1,1,0,1,1,1,1,-1,-1,2.2800700000000003
1,-1,0,1,-1,0,-1,-1,0,1,-0.8520719999999999
1,0,-1,1,-1,-1,1,0,0,-1,2.56694
-1,1,1,0,1,-1,-1,-1,1,1,-0.9831709999999999
-1,-1,0,-1,0,-1,-1,0,1,-1,-7.419160000000001
1,1,1,0,0,-1,-1,1,-1,-1,8.6156
-1,0,-1,0,-1,1,-1,1,0,1,-6.32658
1,0,1,1,0,0,1,1,1,0,5.76682
-1,0,1,1,0,0,-1,0,-1,1,-3.32215
1,1,0,-1,0,1,-1,0,0,1,4.17133
1,-1,-1,0,-1,1,-1,1,-1,0,-2.21581
1,-1,1,1,-1,0,-1,0,0,0,3.90485
1,-1,0,0,0,0,-1,1,1,1,0.041152999999999995
-1,0,-1,-1,0,1,1,1,-1,-1,0.8962040000000001
1,1,0,-1,-1,1,-1,0,1,1,5.43296
-1,0,1,-1,-1,-1,1,1,0,-1,-6.21397
1,-1,0,0,-1,-1,1,1,0,1,1.00425
1,-1,1,1,1,1,0,0,0,-1,4.5288699999999995
-1,1,1,0,0,-1,-1,-1,0,-1,-6.21244
-1,0,-1,1,-1,0,-1,0,0,1,-7.77008
1,-1,-1,1,0,0,-1,-1,0,-1,-0.49451300000000004
1,-1,1,1,-1,-1,1,-1,-1,-1,3.2964800000000003
-1,0,0,0,-1,0,0,0,-1,0,-5.56869
-1,-1,-1,-1,1,0,-1,-1,-1,0,-0.308922
-1,-1,-1,0,0,-1,-1,1,-1,-1,-5.743930000000001
-1,1,0,0,-1,1,-1,-1,-1,1,-6.1858699999999995
1,0,-1,-1,1,1,-1,0,-1,0,0.390262
1,0,-1,-1,-1,0,1,1,-1,0,0.480702
1,1,-1,1,1,0,1,0,0,-1,6.7556
-1,0,1,1,1,1,0,1,1,-1,0.900114
-1,1,0,0,1,-1,1,0,0,1,-2.20796
-1,-1,0,0,1,0,1,-1,-1,-1,1.5779299999999998
1,1,0,1,1,1,1,0,-1,0,6.75259
1,1,1,1,-1,1,1,1,0,0,8.577919999999999
-1,1,1,0,0,-1,-1,-1,1,0,-5.81009
1,1,-1,0,1,0,1,-1,1,-1,4.72628
-1,1,-1,1,-1,-1,1,-1,0,0,-6.81283
1,1,-1,1,0,-1,-1,0,0,-1,6.27125
1,-1,0,0,0,-1,1,1,-1,0,0.341079
-1,1,-1,0,0,1,0,0,0,1,0.18065799999999999
-1,0,1,1,0,1,1,0,-1,0,0.147955
1,-1,1,1,1,0,0,0,-1,1,2.1261400000000004
-1,-1,-1,1,1,0,-1,0,0,-1,-1.8540599999999998
1,-1,0,0,-1,0,0,1,-1,0,0.8242430000000001
-1,1,-1,-1,1,0,1,1,-1,0,1.04491
-1,-1,0,-1,1,-1,0,-1,-1,-1,-3.5744800000000003
1,-1,-1,1,0,1,0,0,0,1,-1.60574
-1,1,-1,0,-1,0,1,-1,-1,1,-4.40301
-1,-1,0,-1,0,0,0,-1,0,-1,-3.73329
-1,-1,0,-1,1,1,0,-1,0,1,1.1976799999999999
-1,1,0,-1,-1,-1,0,-1,0,1,-7.7437
1,-1,-1,0,1,1,1,0,1,0,-2.6972099999999997
-1,1,-1,-1,-1,1,-1,0,-1,0,-6.04986
-1,-1,0,1,-1,-1,-1,1,0,0,-7.89767
-1,1,0,1,-1,1,0,0,-1,-1,-3.98883
1,-1,1,-1,0,0,0,1,1,1,0.871656
-1,-1,0,-1,1,-1,1,-1,1,-1,-0.39018800000000003
1,0,0,-1,-1,-1,0,-1,-1,0,2.2860099999999997
1,-1,0,-1,0,1,0,1,-1,-1,-0.504478
-1,0,1,1,-1,0,1,-1,0,1,-6.450819999999999
1,-1,-1,0,0,-1,-1,1,1,1,-3.5545699999999996
1,1,0,0,1,1,0,1,0,1,5.18492
-1,1,-1,-1,1,0,-1,0,-1,1,0.767731
-1,1,-1,1,0,-1,-1,0,-1,1,-5.62788
1,0,-1,0,0,0,-1,-1,-1,1,-0.0621512
-1,1,-1,0,1,1,0,-1,-1,-1,3.99045
1,1,0,-1,-1,-1,-1,1,1,1,3.59387
-1,1,0,1,0,-1,1,0,0,-1,-3.6633
1,-1,-1,-1,1,1,1,-1,0,0,-3.11134
1,0,-1,1,0,-1,-1,1,1,1,1.33369
-1,0,-1,1,0,1,0,1,1,1,-1.3482100000000001
1,0,1,0,0,0,1,-1,-1,1,5.0300400000000005
-1,0,-1,0,-1,1,0,-1,0,0,-3.3372900000000003
-1,0,0,-1,0,1,1,1,1,-1,0.696645
-1,0,0,0,0,-1,-1,0,0,1,-6.37212
1,1,-1,-1,1,1,1,-1,0,-1,3.9623
