1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,y
-368,-44,-0.32,0.06,0.8,-10,-3,-0.012,-0.1,-9.00E-04,-9.00E-04,-9.00E-04,-9.00E-04,0,0,0,0,-9.00E-04,0.018
-541,13,-0.15,0.07,0.7,-5,-15,-0.005,0.5,-4.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,0,0,0,0,-4.00E-04,0.019
-193,-17,-0.33,-0.09,0.3,-6,11,-0.005,-0.2,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,0,0,0,0,-5.00E-04,0.016
306,-35,-0.36,-0.12,-0.7,-13,20,0.015,-0.7,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,0,0,0,0,-5.00E-04,0.018
200,-23,-0.02,-0.07,0.2,-6,8,0.003,-0.1,-3.00E-04,-3.00E-04,-3.00E-04,-3.00E-04,0,0,0,0,-3.00E-04,0.019
-345,6,-0.22,0.02,0.4,-6,-1,-0.004,0.5,-4.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,0,0,0,0,-4.00E-04,0.017
-219,-21,-0.14,0.05,-0.4,-14,3,0.015,-0.1,-6.00E-04,-6.00E-04,-6.00E-04,-6.00E-04,0,0,0,0,-6.00E-04,0.017
-115,-18,-0.12,0.08,0.1,-11,-6,-0.019,-0.3,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.017
21,-33,0.45,0.07,-0.9,-12,-2,0.019,-0.1,-5.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,-2.00E-04,0,-1.00E-04,0,-4.00E-04,0.019
124,13,-0.08,0.03,-1.7,-9,-2,0.009,0,-4.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,0,0,0,0,-4.00E-04,0.019
52,-33,-0.04,0.07,0.3,-11,-1,0.01,-0.3,-9.00E-04,-9.00E-04,-9.00E-04,-9.00E-04,0,0,0,0,-9.00E-04,0.039
276,0,0.27,0.02,0.5,-5,-1,-0.004,-0.3,-4.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,0,0,0,0,-4.00E-04,0.02
132,-1,0.41,0.06,1.8,-4,-7,-0.007,-0.3,-4.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,-1.00E-04,0,0,0,-4.00E-04,0.019
-145,-28,-0.36,-0.02,-0.2,-6,2,0.004,0.2,-3.00E-04,-3.00E-04,-3.00E-04,-3.00E-04,0,0,0,0,-3.00E-04,0.016
10,-37,-0.07,0.05,-1.6,-12,1,0.011,-0.1,-6.00E-04,-6.00E-04,-6.00E-04,-6.00E-04,0,0,0,0,-6.00E-04,0.022
204,-19,-0.32,0.05,0.3,-13,1,-0.008,0,-8.00E-04,-9.00E-04,-9.00E-04,-9.00E-04,1.00E-04,0,0,0,-9.00E-04,0.021
396,-10,0.82,0.15,-0.2,-18,2,0.013,-0.4,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.029
-189,-63,-0.05,-0.01,1.7,-9,-4,-0.036,0.5,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,0.016
-333,25,0.18,0.03,0.8,-5,0,-0.002,-0.7,-4.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,-2.00E-04,0,0,0,-4.00E-04,0.019
-155,-26,-0.22,0.12,0.7,-12,-8,-0.023,0.1,-0.001,-0.0011,-0.0011,-0.0011,2.00E-04,0,0,0,-0.0011,0.018
834,-4,0.14,0.08,0.3,-8,22,0.005,-5.3,-4.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,0,0,0,0,-4.00E-04,0.018
-118,23,-0.08,-0.06,-0.5,-8,-4,0.001,3.3,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,0,0,0,0,-5.00E-04,0.017
-339,37,0.3,0.1,-0.4,-8,-10,0.003,-0.1,-4.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,0,0,0,0,-4.00E-04,0.017
306,-61,0.33,-0.15,-1.7,-8,18,0.013,-0.1,-2.00E-04,-2.00E-04,-2.00E-04,-2.00E-04,0,0,0,0,-2.00E-04,0.017
115,-14,-0.09,0.05,1.3,-10,-2,-0.023,-0.2,-9.00E-04,-0.001,-0.001,-0.001,1.00E-04,0,0,0,-0.001,0.019
270,1,0.04,-0.02,0.3,-7,3,-0.003,0.1,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,0,0,0,0,-5.00E-04,0.022
75,-8,-0.21,0.02,0,-9,2,-0.006,0,-6.00E-04,-7.00E-04,-7.00E-04,-7.00E-04,1.00E-04,0,0,0,-7.00E-04,0.019
-220,-3,0.66,0.23,0.3,-11,-21,-0.004,-0.3,-7.00E-04,-7.00E-04,-7.00E-04,-6.00E-04,0,0,-2.00E-04,0,-6.00E-04,0.018
195,-62,-0.36,0.13,-0.3,-11,-2,0.003,-1.8,-7.00E-04,-7.00E-04,-7.00E-04,-7.00E-04,0,0,0,0,-7.00E-04,0.02
295,-39,-0.14,-0.15,2,-13,23,-0.005,0.1,-9.00E-04,-9.00E-04,-9.00E-04,-9.00E-04,0,0,0,0,-9.00E-04,0.016
-346,-11,-0.32,0.28,-0.2,-19,-13,-0.011,0.1,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,0.021
337,-54,-0.21,0.06,0.3,-15,4,-0.002,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.025
-31,-63,-0.12,0.09,2.1,-14,-2,-0.02,-0.1,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,0.02
360,-15,0.01,-0.16,-0.4,-9,20,0.012,-0.1,-4.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,0,0,0,0,-4.00E-04,0.015
476,-35,-0.13,0.05,0.6,-14,10,-0.029,-2.1,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,0,-0.0014,0.019
-111,-74,0.4,-0.03,-1.3,-12,10,0.016,-0.6,-6.00E-04,-6.00E-04,-6.00E-04,-6.00E-04,0,0,0,0,-6.00E-04,0.033
94,25,0.46,0.13,-0.2,-12,-12,0.012,0.6,-7.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,-4.00E-04,0,0,0,-5.00E-04,0.021
281,-33,0.27,0.11,-0.4,-11,-6,0.001,-0.2,-9.00E-04,-9.00E-04,-9.00E-04,-9.00E-04,0,0,0,0,-9.00E-04,0.031
347,-30,0.2,-0.03,-1,-7,0,0.01,1.2,-3.00E-04,-3.00E-04,-3.00E-04,-3.00E-04,0,0,0,0,-3.00E-04,0.019
203,-7,0.18,0.09,-0.6,-15,4,0.013,-0.4,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,0.049
-6,-19,0.17,0.06,0.1,-7,-7,-0.008,0.3,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.039
-382,24,0.54,0.12,-0.1,-11,-7,0.008,-0.2,-8.00E-04,-8.00E-04,-8.00E-04,-6.00E-04,0,0,-3.00E-04,0,-6.00E-04,0.025
-585,-24,0.37,0.11,-0.2,-9,-7,-0.016,-0.9,-9.00E-04,-8.00E-04,-8.00E-04,-8.00E-04,-2.00E-04,0,-2.00E-04,0,-8.00E-04,0.016
92,1,-0.12,0.01,-0.8,-7,0,0.003,-0.3,-4.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,0,0,0,0,-4.00E-04,0.02
253,4,-0.22,0.06,-1.1,-8,-4,0.002,-0.2,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,0,0,0,0,-5.00E-04,0.018
-81,-18,-0.14,0.31,0.8,-19,-9,-0.019,-0.1,-0.0026,-0.0026,-0.0026,-0.0026,0,0,0,0,-0.0026,0.041
-363,-6,0.29,0.38,-0.7,-7,-41,0.008,0.1,-2.00E-04,-2.00E-04,-2.00E-04,-2.00E-04,0,0,0,0,-2.00E-04,0.014
357,9,0.33,0.02,-0.2,-11,3,0.002,-0.1,-6.00E-04,-6.00E-04,-6.00E-04,-6.00E-04,0,0,0,0,-6.00E-04,0.019
-176,-6,-0.03,0.09,0.2,-7,-10,-0.008,0,-6.00E-04,-6.00E-04,-6.00E-04,-6.00E-04,0,0,0,0,-6.00E-04,0.017
215,14,-0.34,0.09,0.2,-6,5,-0.002,-2.2,-4.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,0,0,0,0,-4.00E-04,0.019
-189,-45,-0.07,0.18,1.3,-12,-15,-0.014,0.3,-9.00E-04,-9.00E-04,-9.00E-04,-9.00E-04,0,0,0,0,-9.00E-04,0.019
360,14,0.45,0.35,0.6,-12,-24,-0.014,-1.9,-0.0012,-0.0011,-0.0011,-0.0011,-2.00E-04,0,0,0,-0.0011,0.03
24,-9,0.59,0.17,0.1,-16,-6,0.021,-0.2,-0.001,-7.00E-04,-7.00E-04,-6.00E-04,-4.00E-04,0,-2.00E-04,0,-6.00E-04,0.026
-137,7,0,0.18,0.5,-13,-13,-0.003,-0.1,-8.00E-04,-8.00E-04,-8.00E-04,-8.00E-04,0,0,0,0,-8.00E-04,0.017
-109,-12,-0.11,0.01,0.1,-7,-2,0.006,0.1,-3.00E-04,-3.00E-04,-3.00E-04,-3.00E-04,0,0,0,0,-3.00E-04,0.016
-50,0,0.11,0.03,1.6,-4,-6,0.001,0.9,-3.00E-04,-3.00E-04,-3.00E-04,-3.00E-04,-1.00E-04,0,0,0,-3.00E-04,0.019
-376,1,-0.1,0.12,-0.2,-16,1,0.017,-0.8,-7.00E-04,-7.00E-04,-7.00E-04,-7.00E-04,0,0,0,0,-7.00E-04,0.018
15,-2,0.13,0.05,1.5,-18,6,-0.016,0.5,-0.002,-0.002,-0.002,-0.002,0,0,0,0,-0.002,0.032
-106,-10,0.38,0,-0.5,-9,3,0.009,-0.1,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,-1.00E-04,0,0,0,-5.00E-04,0.026
162,-12,-0.09,-0.04,-0.7,-8,6,0.002,-0.1,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,0,0,0,0,-5.00E-04,0.016
108,-62,-0.4,-0.07,0.1,-8,9,0.004,0,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,0,0,0,0,-5.00E-04,0.016
184,-17,-0.32,-0.03,1.3,-11,7,-0.014,-0.1,-9.00E-04,-0.001,-0.001,-0.001,1.00E-04,0,0,0,-0.001,0.02
11,-18,-0.45,-0.03,-0.1,-15,12,-0.01,-0.1,-8.00E-04,-0.001,-0.001,-0.0011,2.00E-04,0,1.00E-04,0,-0.0011,0.019
-227,-22,-0.32,0.06,0.3,-8,-3,-0.007,-0.3,-0.001,-0.0011,-0.0011,-0.0011,2.00E-04,0,0,0,-0.0011,0.043
-610,-31,-0.05,0.08,-0.9,-18,16,0.016,-1.4,-0.0011,-0.0012,-0.0012,-0.0012,1.00E-04,0,0,0,-0.0012,0.03
-152,-15,0.37,-0.05,-0.1,-8,7,0.005,-0.1,-4.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,-1.00E-04,0,0,0,-4.00E-04,0.018
10,-40,-0.26,0.12,-0.1,-13,-5,0.004,-0.2,-9.00E-04,-9.00E-04,-9.00E-04,-9.00E-04,0,0,0,0,-9.00E-04,0.026
-179,3,-0.21,0.16,0.5,-7,-15,0.002,-1.2,-4.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,0,0,0,0,-4.00E-04,0.018
-7,-10,0.14,0.01,-0.5,-8,2,0.006,-0.1,-4.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,0,0,0,0,-4.00E-04,0.018
330,-11,-0.09,-0.13,-1.4,-12,19,0.012,0.2,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,0,0,0,0,-5.00E-04,0.018
35,-5,0.33,0.14,-0.3,-10,-11,0.007,-0.2,-8.00E-04,-6.00E-04,-6.00E-04,-5.00E-04,-3.00E-04,0,-2.00E-04,0,-5.00E-04,0.02
-123,67,0.27,0.41,1.3,-10,-43,-0.02,-1.5,-9.00E-04,-9.00E-04,-9.00E-04,-9.00E-04,0,0,0,0,-9.00E-04,0.02
89,7,0.25,0.03,-0.3,-7,-3,0.003,-0.1,-4.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,-1.00E-04,0,0,0,-4.00E-04,0.018
-95,5,0.1,0.13,1.6,-7,-13,-0.002,0.5,-6.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,-2.00E-04,0,0,0,-5.00E-04,0.02
144,2,0.14,-0.12,0,-6,13,0.006,-0.1,-3.00E-04,-3.00E-04,-3.00E-04,-3.00E-04,0,0,0,0,-3.00E-04,0.017
85,-50,-0.38,-0.16,-0.5,-11,21,0.016,0.1,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,0,0,0,0,-5.00E-04,0.021
-72,0,-0.12,0.19,0.8,-12,-17,-0.03,0.2,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,0.017
27,-26,-0.33,0.05,-0.9,-15,5,0.005,-0.1,-9.00E-04,-0.001,-0.001,-0.001,1.00E-04,0,0,0,-0.001,0.024
-21,-18,0.01,0.05,1.2,-9,-3,-0.011,0,-7.00E-04,-7.00E-04,-7.00E-04,-7.00E-04,0,0,0,0,-7.00E-04,0.017
-119,-24,-0.12,0.11,1.1,-18,6,-0.028,-1,-0.0019,-0.002,-0.002,-0.002,1.00E-04,0,0,0,-0.002,0.026
383,56,0.58,0.26,-0.6,-6,-28,0.004,-1.3,-3.00E-04,-3.00E-04,-3.00E-04,-3.00E-04,0,0,0,0,-3.00E-04,0.022
-181,-4,0.15,0.13,0.7,-12,-9,-0.016,0.1,-0.0011,-0.0011,-0.0011,-0.001,-2.00E-04,0,-2.00E-04,0,-0.001,0.019
-251,-8,0.27,0.03,0.6,-5,-2,-0.002,0.5,-4.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,-2.00E-04,0,0,0,-4.00E-04,0.02
-227,24,0.21,0.27,0.5,-12,-23,-0.01,-0.3,-9.00E-04,-9.00E-04,-9.00E-04,-9.00E-04,0,0,0,0,-9.00E-04,0.019
266,-40,0.49,0.02,-0.4,-10,2,0.004,-0.9,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,0,0,0,0,-5.00E-04,0.02
-68,-3,0.18,0.07,-0.4,-7,-7,0.003,-0.1,-4.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,0,0,0,0,-4.00E-04,0.017
-92,-18,0.13,0.06,-0.3,-12,-2,0.013,0.2,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,0,0,0,0,-5.00E-04,0.018
-194,-31,0.13,-0.1,0.8,-6,3,-0.003,1.8,-4.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,0,0,0,0,-4.00E-04,0.018
487,-18,0.18,0.04,1.7,-6,0,0.002,-2.1,-4.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,0,0,0,0,-4.00E-04,0.02
284,-20,-0.13,-0.05,-0.5,-6,6,-0.001,-0.1,-4.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,0,0,0,0,-4.00E-04,0.018
81,-71,-0.07,0.04,0.2,-11,0,-0.009,-0.1,-0.0011,-0.0012,-0.0012,-0.0012,1.00E-04,0,0,0,-0.0012,0.034
169,-30,0.19,-0.12,0.4,-6,13,0.001,-0.1,-3.00E-04,-3.00E-04,-3.00E-04,-3.00E-04,0,0,0,0,-3.00E-04,0.017
-195,-8,0.04,0.13,0.2,-10,-11,-0.016,0.1,-9.00E-04,-9.00E-04,-9.00E-04,-9.00E-04,0,0,0,0,-9.00E-04,0.017
613,-31,-0.1,-0.07,-0.7,-7,7,0.003,0.5,-3.00E-04,-3.00E-04,-3.00E-04,-4.00E-04,0,0,1.00E-04,0,-4.00E-04,0.017
-510,15,0.07,0.08,-0.4,-8,-6,0.004,0,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,0,0,0,0,-5.00E-04,0.021
-326,39,0.26,0.25,2.4,-4,-28,-0.01,0.1,-4.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,0,0,0,0,-4.00E-04,0.022
-437,-23,0.34,0.1,1.4,-14,-4,0.01,-0.1,-7.00E-04,-6.00E-04,-6.00E-04,-6.00E-04,-2.00E-04,0,0,0,-6.00E-04,0.017
-127,13,0.14,0.05,1.3,-5,-6,-0.008,0.1,-4.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,0,0,0,0,-4.00E-04,0.02
259,29,0.22,0.18,-0.8,-20,1,0.015,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.028
-392,-3,-0.17,-0.16,-0.7,-8,-16,0.004,3.7,-4.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,0,0,0,0,-4.00E-04,0.017
-111,-10,0.36,-0.13,1.7,-7,-2,-0.005,2.5,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,-1.00E-04,0,0,0,-5.00E-04,0.016
533,-2,-0.16,0.05,0.4,-7,-3,-0.006,-0.6,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,0,0,0,0,-5.00E-04,0.021
-152,-2,0.22,-0.1,1.6,-9,7,-0.021,1.4,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.025
119,-36,-0.35,0.08,1.2,-17,5,-0.01,-0.1,-0.0012,-0.0013,-0.0013,-0.0013,2.00E-04,0,0,0,-0.0013,0.024
-468,18,-0.47,-0.09,0,-6,1,0.003,1.8,-3.00E-04,-3.00E-04,-3.00E-04,-4.00E-04,0,0,0,0,-4.00E-04,0.018
-190,-18,0.43,0.22,0.1,-12,-7,-0.004,-2.5,-8.00E-04,-7.00E-04,-7.00E-04,-7.00E-04,-2.00E-04,0,0,0,-7.00E-04,0.021
70,-16,-0.77,0.06,-1.6,-11,7,0.019,-2.4,-3.00E-04,-3.00E-04,-3.00E-04,-5.00E-04,1.00E-04,0,1.00E-04,0,-5.00E-04,0.018
717,-56,0.51,-0.13,0.7,-7,15,0.002,-0.1,-4.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,-1.00E-04,0,0,0,-4.00E-04,0.018
190,-21,-0.64,0.08,0.1,-11,-7,-0.014,0.6,-8.00E-04,-0.001,-0.001,-0.001,2.00E-04,0,1.00E-04,0,-0.001,0.024
-521,10,0.2,0.11,0.6,-19,2,0.005,2.6,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,0.023
-165,-41,-0.26,0.2,0.7,-10,-20,-0.04,0.6,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,0.018
-55,-32,-0.22,0.16,1.5,-15,-8,-0.022,0,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,0,-0.0015,0.025
-164,-7,0.04,0.14,1.7,-5,-10,-0.014,-2,-6.00E-04,-6.00E-04,-6.00E-04,-6.00E-04,-2.00E-04,0,0,0,-6.00E-04,0.018
-371,-49,0.64,-0.01,0.8,-14,3,-0.014,0.7,-0.0018,-0.0017,-0.0017,-0.0016,-2.00E-04,0,-2.00E-04,0,-0.0016,0.035
-732,17,-0.23,0.05,0.9,-7,-2,-0.006,-0.4,-6.00E-04,-6.00E-04,-6.00E-04,-6.00E-04,0,0,0,0,-6.00E-04,0.02
299,-19,0.04,-0.04,-1.3,-8,6,0.004,-0.5,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,0,0,0,0,-5.00E-04,0.024
41,-16,-0.08,0.06,0.9,-7,-5,-0.006,-0.1,-7.00E-04,-7.00E-04,-7.00E-04,-7.00E-04,0,0,0,0,-7.00E-04,0.025
-313,46,0.6,0.16,-0.2,-10,-11,0.007,-0.2,-7.00E-04,-7.00E-04,-7.00E-04,-5.00E-04,-2.00E-04,0,-3.00E-04,0,-5.00E-04,0.025
134,-50,0.79,0,0.7,-18,13,-0.008,0.9,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.016
-296,8,-0.23,0.1,0.6,-9,-9,-0.012,0,-8.00E-04,-8.00E-04,-8.00E-04,-8.00E-04,0,0,0,0,-8.00E-04,0.019
77,-4,-0.42,0.2,-0.8,-16,-8,0.001,0,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,0,-0.0014,0.033
90,-48,-0.25,-0.04,1.7,-6,5,-0.008,0,-6.00E-04,-6.00E-04,-6.00E-04,-6.00E-04,0,0,0,0,-6.00E-04,0.019
-68,-34,0.07,0.18,1.5,-11,-13,-0.008,0,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.029
-342,-25,0.08,0.06,0.4,-8,-5,0.005,-0.1,-4.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,0,0,0,0,-4.00E-04,0.017
323,-15,-0.26,0.03,-0.9,-16,9,-0.005,0,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.02
-151,-7,-0.04,0.11,1.3,-6,-12,-0.007,-0.3,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,0,0,0,0,-5.00E-04,0.016
271,-43,-0.05,-0.08,-0.5,-8,10,0.009,-0.1,-4.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,0,0,0,0,-4.00E-04,0.018
68,-87,-0.18,-0.03,2.2,-13,10,-0.011,-0.1,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.018
216,-79,-0.69,0,-1.4,-14,9,0.01,0.5,-8.00E-04,-8.00E-04,-8.00E-04,-8.00E-04,0,0,0,0,-8.00E-04,0.018
12,-13,-0.02,0.08,-1.1,-8,-8,0.002,0.1,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,0,0,0,0,-5.00E-04,0.016
-4,-15,-0.5,-0.01,-0.1,-6,5,-0.008,0.3,-5.00E-04,-6.00E-04,-6.00E-04,-6.00E-04,1.00E-04,0,0,0,-6.00E-04,0.017
-50,-41,0.56,-0.09,-1.6,-9,14,0.016,-1.1,-2.00E-04,-2.00E-04,-2.00E-04,-2.00E-04,0,0,0,0,-2.00E-04,0.018
-584,-11,0.04,0.21,-0.7,-14,-13,0,-0.1,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.024
-115,-11,0.13,0.23,1.6,-9,-22,-0.022,0,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.02
-387,3,0.21,-0.3,1.9,-12,5,0.001,8.2,-7.00E-04,-7.00E-04,-7.00E-04,-7.00E-04,0,0,0,0,-7.00E-04,0.018
-71,9,-0.35,-0.01,0.3,-8,-1,-0.006,0.1,-5.00E-04,-5.00E-04,-5.00E-04,-6.00E-04,0,0,1.00E-04,0,-6.00E-04,0.017
429,-27,0.41,0.26,-1.7,-20,6,0.033,-3.1,-7.00E-04,-7.00E-04,-7.00E-04,-7.00E-04,0,0,0,0,-7.00E-04,0.029
135,-14,0.4,0.17,0.7,-15,-9,0.004,0,-8.00E-04,-8.00E-04,-8.00E-04,-8.00E-04,0,0,0,0,-8.00E-04,0.022
-508,-68,-0.22,-0.03,0.2,-11,7,0.007,-0.2,-6.00E-04,-6.00E-04,-6.00E-04,-6.00E-04,0,0,0,0,-6.00E-04,0.017
148,27,0.11,0.1,-0.1,-6,-12,-0.018,-0.2,-6.00E-04,-7.00E-04,-7.00E-04,-7.00E-04,1.00E-04,0,0,0,-7.00E-04,0.021
187,-13,0.08,-0.13,-1.2,-8,16,0.006,-0.3,-4.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,0,0,0,0,-4.00E-04,0.019
-412,-40,0.58,0.03,0.7,-17,6,0.013,1.2,-9.00E-04,-8.00E-04,-8.00E-04,-8.00E-04,-2.00E-04,0,0,0,-8.00E-04,0.02
250,-20,0.2,0.08,0.4,-19,9,0.008,-0.2,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,0.029
-199,-22,0.46,0.15,0.2,-11,3,-0.004,-1.3,-8.00E-04,-8.00E-04,-8.00E-04,-7.00E-04,0,0,-2.00E-04,0,-7.00E-04,0.02
156,-22,-0.16,-0.03,-2.4,-16,14,0.019,-0.1,-7.00E-04,-7.00E-04,-7.00E-04,-7.00E-04,0,0,0,0,-7.00E-04,0.019
341,-32,0.29,-0.09,-0.4,-11,12,-0.005,0.2,-8.00E-04,-8.00E-04,-8.00E-04,-8.00E-04,0,0,0,0,-8.00E-04,0.021
133,-1,0.24,0.09,-0.4,-9,-6,0.007,-0.2,-6.00E-04,-5.00E-04,-5.00E-04,-4.00E-04,-2.00E-04,0,-2.00E-04,0,-4.00E-04,0.019
281,2,-0.31,0.16,-0.8,-20,2,0.011,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,-1.00E-04,0,0,0,-0.0011,0.025
-54,2,0.02,0.06,0.4,-9,-4,-0.006,0,-6.00E-04,-6.00E-04,-6.00E-04,-6.00E-04,0,0,0,0,-6.00E-04,0.017
-166,16,0.09,0.11,0.6,-5,-12,-0.006,0,-4.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,0,0,0,0,-4.00E-04,0.017
-302,-30,0.27,-0.1,-0.1,-6,9,-0.004,1.8,-4.00E-04,-4.00E-04,-4.00E-04,-4.00E-04,0,0,0,0,-4.00E-04,0.017
73,-25,0.15,-0.02,-1.2,-7,4,0.007,-0.1,-3.00E-04,-3.00E-04,-3.00E-04,-3.00E-04,0,0,0,0,-3.00E-04,0.018
39,-31,0.19,0.14,0.6,-6,-22,-0.009,1.6,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,0,0,0,0,-5.00E-04,0.019
-149,21,0.31,0.1,0.7,-9,-9,-0.015,-0.2,-8.00E-04,-8.00E-04,-8.00E-04,-8.00E-04,0,0,0,0,-8.00E-04,0.021
-33,-25,-0.49,-0.02,0.3,-20,19,-0.014,0.1,-0.0014,-0.0017,-0.0017,-0.0017,3.00E-04,0,0,0,-0.0017,0.023
334,50,-0.53,0.09,1.2,-7,-9,-0.011,0,-6.00E-04,-7.00E-04,-7.00E-04,-7.00E-04,1.00E-04,0,0,0,-7.00E-04,0.02
-193,-11,0.64,0.09,-0.3,-15,-8,0.001,1.5,-9.00E-04,-9.00E-04,-9.00E-04,-9.00E-04,0,0,0,0,-9.00E-04,0.022
-293,-25,0.27,0.05,0.7,-12,2,-0.012,0.4,-0.0012,-0.0011,-0.0011,-9.00E-04,-3.00E-04,0,-2.00E-04,0,-9.00E-04,0.02
-211,-5,-0.51,0.1,-2.1,-12,-6,0.006,0,-6.00E-04,-7.00E-04,-7.00E-04,-7.00E-04,1.00E-04,0,0,0,-7.00E-04,0.017
-141,-21,-0.18,0.04,-0.8,-7,-4,-0.005,0.1,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,0,0,0,0,-5.00E-04,0.017
56,-46,0.4,0.07,-0.7,-16,5,0.013,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.037
-164,-9,0.27,0.2,0.5,-11,-19,-0.022,0.7,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.021
-195,-39,0.14,-0.03,0.7,-6,6,-0.019,0.7,-8.00E-04,-7.00E-04,-7.00E-04,-7.00E-04,-2.00E-04,0,0,0,-7.00E-04,0.018
95,-25,-0.22,-0.03,-0.7,-9,5,0.007,-0.4,-5.00E-04,-5.00E-04,-5.00E-04,-5.00E-04,0,0,0,0,-5.00E-04,0.022
-223,-77,0,-0.03,-1,-9,7,0.017,-0.4,-3.00E-04,-3.00E-04,-3.00E-04,-3.00E-04,0,0,0,0,-3.00E-04,0.013
-88,-12,-0.24,0.04,2.6,-16,8,-0.016,-0.1,-0.0015,-0.0014,-0.0014,-0.0013,-2.00E-04,0,-2.00E-04,0,-0.0013,0.019
