Date,Suburb,Rooms,Type,Method,SellerG,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Price
24/06/2017,Strathmore,3,h,S,Considine,8.2,3041,3,1,1,534,,,Moonee Valley,-37.719,144.90634,Western Metropolitan,3284,883000
24/06/2017,Strathmore,3,h,S,Trimson,8.2,3041,3,3,2,698,,,Moonee Valley,-37.74246,144.92074,Western Metropolitan,3284,1650000
24/06/2017,Sunbury,3,h,S,Brad,31.7,3429,3,1,2,1011,,,Hume,-37.58419,144.73188,Western Metropolitan,14092,755000
24/06/2017,Sunshine West,3,u,S,HAR,10.5,3020,3,1,1,322,,,Brimbank,-37.79209,144.82024,Western Metropolitan,6763,518000
24/06/2017,Sunshine West,4,h,S,Sweeney,10.5,3020,4,2,2,696,199,1999,Brimbank,-37.78647,144.81319,Western Metropolitan,6763,780000
24/06/2017,Surrey Hills,3,h,S,Marshall,10.2,3127,3,2,2,444,,,Boroondara,-37.81411,145.09055,Southern Metropolitan,5457,1050000
24/06/2017,Surrey Hills,5,h,VB,Noel,10.2,3127,5,3,2,735,286,1945,Whitehorse,-37.83583,145.10664,Southern Metropolitan,5457,2000000
24/06/2017,Taylors Lakes,4,h,S,Barry,15.5,3038,4,2,2,684,,,Brimbank,-37.69274,144.76971,Western Metropolitan,5336,716000
24/06/2017,Templestowe,4,h,PI,Jellis,15.5,3106,4,2,2,883,300,2005,Manningham,-37.76255,145.16233,Eastern Metropolitan,6202,1450000
24/06/2017,Templestowe,4,h,PI,Jellis,15.5,3106,4,3,3,682,315,1995,Manningham,-37.7572,145.15456,Eastern Metropolitan,6202,1860000
24/06/2017,Templestowe Lower,3,h,S,Jellis,12.4,3107,3,1,2,656,,,Manningham,-37.77158,145.11816,Eastern Metropolitan,5420,1181000
24/06/2017,Templestowe Lower,4,h,S,Ray,12.4,3107,4,2,3,725,,,Manningham,-37.76472,145.10261,Eastern Metropolitan,5420,1352000
24/06/2017,Thomastown,3,h,S,Barry,15.3,3074,3,1,2,651,,1950,Whittlesea,-37.67856,145.01728,Northern Metropolitan,7955,831000
24/06/2017,Thomastown,3,h,S,Harcourts,15.3,3074,3,1,2,536,,,Whittlesea,-37.67669,144.99197,Northern Metropolitan,7955,632500
24/06/2017,Thomastown,3,h,S,Harcourts,15.3,3074,3,1,2,555,135,1970,Whittlesea,-37.68211,145.03204,Northern Metropolitan,7955,651000
24/06/2017,Thomastown,3,u,S,Love,15.3,3074,3,1,1,340,,1980,Whittlesea,-37.67803,145.01769,Northern Metropolitan,7955,460000
24/06/2017,Thornbury,3,h,PI,Jellis,7,3071,3,1,2,695,133,1960,Darebin,-37.75506,145.01841,Northern Metropolitan,8870,1250000
24/06/2017,Thornbury,2,h,S,Nelson,7,3071,2,1,2,508,,,Darebin,-37.76499,145.01723,Northern Metropolitan,8870,1460000
24/06/2017,Thornbury,2,h,PI,Nelson,7,3071,2,1,2,443,,,Darebin,-37.76219,145.00968,Northern Metropolitan,8870,1000000
24/06/2017,Thornbury,3,h,S,Ray,7,3071,3,1,2,438,,,Darebin,-37.75375,145.00846,Northern Metropolitan,8870,1420000
24/06/2017,Toorak,3,u,PI,hockingstuart,4.1,3142,3,1,1,0,,1970,Stonnington,-37.84744,145.00783,Southern Metropolitan,7217,640000
24/06/2017,Travancore,2,t,S,Nelson,4.3,3032,2,1,2,326,,1996,Moonee Valley,-37.78281,144.93567,Western Metropolitan,1052,856000
24/06/2017,Vermont,4,h,SP,Noel,17.2,3133,4,2,4,624,161,1960,Whitehorse,-37.83344,145.19063,Eastern Metropolitan,4181,1235000
24/06/2017,Vermont South,4,h,PI,Jellis,17.2,3133,4,3,2,882,,,Whitehorse,-37.85484,145.1989,Eastern Metropolitan,4280,1400000
24/06/2017,Vermont South,5,h,PI,McGrath,17.2,3133,5,3,3,842,,,Whitehorse,-37.85841,145.18248,Eastern Metropolitan,4280,1425000
24/06/2017,Vermont South,4,h,PI,Noel,17.2,3133,4,2,2,1250,,,Whitehorse,-37.84825,145.18764,Eastern Metropolitan,4280,1650000
24/06/2017,Vermont South,4,h,S,Ray,17.2,3133,4,2,2,407,300,2003,Whitehorse,-37.85028,145.18787,Eastern Metropolitan,4280,1290000
24/06/2017,Viewbank,3,h,S,Barry,8.9,3084,3,1,0,658,,,Banyule,-37.73346,145.08359,Eastern Metropolitan,2698,825000
24/06/2017,Wantirna,4,h,SP,Barry,14.7,3152,4,2,1,722,,1980,Knox,-37.85848,145.23982,Eastern Metropolitan,5424,1000000
24/06/2017,Wantirna South,3,h,S,Ray,14.7,3152,3,1,4,733,,,Knox,-37.87105,145.23872,Eastern Metropolitan,7082,1160000
24/06/2017,Wantirna South,6,h,S,Ray,14.7,3152,6,2,2,453,305,2001,Knox,-37.87309,145.23078,Eastern Metropolitan,7082,1180000
24/06/2017,Watsonia North,4,h,SP,Buckingham,14.5,3087,4,2,3,777,,,Banyule,-37.69837,145.08992,Northern Metropolitan,1442,800000
24/06/2017,West Footscray,2,h,S,Jas,6.4,3012,2,1,1,369,,,Maribyrnong,-37.79221,144.86408,Western Metropolitan,5058,749000
24/06/2017,West Melbourne,3,h,S,Jellis,3.1,3003,3,1,0,121,,,Melbourne,-37.80973,144.9472,Northern Metropolitan,2230,1370000
24/06/2017,Wheelers Hill,4,h,S,Jellis,16.7,3150,4,2,2,733,,,Monash,-37.91293,145.20079,South-Eastern Metropolitan,7392,1272000
24/06/2017,Windsor,2,h,S,hockingstuart,4.6,3181,2,1,1,136,58,1892,Stonnington,-37.85542,144.99571,Southern Metropolitan,4380,957500
24/06/2017,Windsor,3,h,PI,Kay,4.6,3181,3,2,2,754,177.8,1905,Stonnington,-37.85679,145.00089,Southern Metropolitan,4380,2080000
24/06/2017,Yallambie,3,h,S,Barry,12.7,3085,3,2,2,629,139.4,1990,Banyule,-37.73058,145.08705,Northern Metropolitan,1369,852000
17/06/2017,Abbotsford,2,u,S,hockingstuart,3,3067,2,1,1,601,64,1970,Yarra,-37.80915,145.00066,Northern Metropolitan,4019,480000
17/06/2017,Abbotsford,2,u,SP,Jellis,3,3067,2,1,1,2379,69,2013,Yarra,-37.80554,144.99612,Northern Metropolitan,4019,750000
17/06/2017,Airport West,3,t,S,Brad,10.4,3042,3,1,2,242,124,2010,Moonee Valley,-37.72893,144.88859,Western Metropolitan,3464,730000
17/06/2017,Albion,4,h,S,Bells,10.5,3020,4,2,1,604,127,1950,Brimbank,-37.77967,144.81275,Western Metropolitan,2185,820000
17/06/2017,Alphington,3,h,VB,Nelson,5.7,3078,3,1,2,827,,,Darebin,-37.77824,145.02541,Northern Metropolitan,2211,1650000
17/06/2017,Alphington,4,h,VB,Nelson,5.7,3078,4,3,4,597,,,Darebin,-37.7727,145.03079,Northern Metropolitan,2211,2750000
17/06/2017,Altona,3,h,S,Barlow,11,3018,3,1,1,600,,,Hobsons Bay,-37.86494,144.8157,Western Metropolitan,5301,853000
17/06/2017,Altona,3,u,S,Sweeney,11,3018,3,2,1,284,88,1988,Hobsons Bay,-37.86066,144.82013,Western Metropolitan,5301,670000
17/06/2017,Altona,3,t,S,Williams,11,3018,3,2,2,200,139,2007,Hobsons Bay,-37.86837,144.81502,Western Metropolitan,5301,765000
17/06/2017,Altona Meadows,3,h,SP,hockingstuart,15.5,3028,3,2,2,530,,,Hobsons Bay,-37.88893,144.7866,Western Metropolitan,7630,820000
17/06/2017,Altona North,3,h,S,hockingstuart,9.4,3025,3,1,4,559,560,1950,Hobsons Bay,-37.8399,144.86228,Western Metropolitan,5132,870000
17/06/2017,Armadale,2,u,S,Jellis,6.3,3143,2,1,1,0,,,Stonnington,-37.86048,145.01498,Southern Metropolitan,4836,595000
17/06/2017,Armadale,2,h,S,Jellis,6.3,3143,2,1,0,212,,,Stonnington,-37.85068,145.01579,Southern Metropolitan,4836,1550000
17/06/2017,Armadale,4,h,VB,Kay,6.3,3143,4,4,2,847,285,1935,Stonnington,-37.85938,145.01087,Southern Metropolitan,4836,3200000
17/06/2017,Ascot Vale,4,h,SP,Nelson,4.3,3032,4,1,3,165,,1910,Moonee Valley,-37.77352,144.92188,Western Metropolitan,6567,1400000
17/06/2017,Ascot Vale,4,h,SP,Rendina,4.3,3032,4,2,1,360,249,1910,Moonee Valley,-37.77459,144.92993,Western Metropolitan,6567,1750000
17/06/2017,Ascot Vale,3,h,S,Woodards,4.3,3032,3,1,1,504,,,Moonee Valley,-37.77279,144.91732,Western Metropolitan,6567,1230000
17/06/2017,Ashburton,4,h,S,Marshall,10.2,3147,4,2,2,697,,,Boroondara,-37.86015,145.07735,Southern Metropolitan,3052,2170000
17/06/2017,Ashwood,3,h,SP,Buxton,10.2,3147,3,1,2,964,,,Monash,-37.86572,145.09763,Southern Metropolitan,2894,1650000
17/06/2017,Ashwood,4,h,S,Jellis,10.2,3147,4,3,3,726,194,1958,Monash,-37.85842,145.10288,Southern Metropolitan,2894,1680000
17/06/2017,Ashwood,3,h,S,Purplebricks,10.2,3147,3,2,2,280,115,1990,Monash,-37.87105,145.10198,Southern Metropolitan,2894,860000
17/06/2017,Avondale Heights,2,h,S,Moonee,9.5,3034,2,1,3,780,,,Moonee Valley,-37.76654,144.86469,Western Metropolitan,4502,1085000
17/06/2017,Avondale Heights,3,h,SP,Moonee,9.5,3034,3,1,1,585,30,1965,Moonee Valley,-37.75986,144.85886,Western Metropolitan,4502,750000
17/06/2017,Balwyn,1,h,PI,hockingstuart,7.9,3103,1,1,1,678,303,2016,Boroondara,-37.80292,145.06424,Southern Metropolitan,5682,2100000
17/06/2017,Balwyn,3,h,S,Ray,7.9,3103,3,2,2,752,278,1938,Boroondara,-37.80648,145.08274,Southern Metropolitan,5682,2380000
17/06/2017,Balwyn,4,h,PI,RT,7.9,3103,4,4,2,613,340,2009,Boroondara,-37.81167,145.08595,Southern Metropolitan,5682,3050000
17/06/2017,Balwyn North,4,h,S,Fletchers,9.7,3104,4,2,2,1011,,,Boroondara,-37.79486,145.08728,Southern Metropolitan,7809,2444000
17/06/2017,Balwyn North,4,h,S,Fletchers,9.7,3104,4,2,2,639,,,Boroondara,-37.79836,145.10111,Southern Metropolitan,7809,1926000
17/06/2017,Balwyn North,3,u,PI,hockingstuart,9.7,3104,3,2,2,0,,,Boroondara,-37.79673,145.06853,Southern Metropolitan,7809,1420000
17/06/2017,Balwyn North,4,h,S,Jellis,9.7,3104,4,1,1,1138,152,1950,Boroondara,-37.79284,145.10082,Southern Metropolitan,7809,2050000
17/06/2017,Balwyn North,3,h,S,Marshall,9.7,3104,3,1,2,703,,,Boroondara,-37.78327,145.07709,Southern Metropolitan,7809,1490000
17/06/2017,Balwyn North,3,t,S,RT,9.7,3104,3,2,2,292,181,2010,Boroondara,-37.80259,145.09878,Southern Metropolitan,7809,1557000
17/06/2017,Bayswater,4,h,SP,Biggin,23.2,3153,4,1,10,993,128,1966,Knox,-37.84688,145.25632,Eastern Metropolitan,5030,925000
17/06/2017,Bayswater,2,u,S,Schroeder,23.2,3153,2,1,1,418,76,1970,Knox,-37.83777,145.26345,Eastern Metropolitan,5030,520000
17/06/2017,Bayswater North,3,h,S,Ray,23.2,3153,3,2,0,586,115,1999,Maroondah,-37.82273,145.27323,Eastern Metropolitan,3598,616000
17/06/2017,Bentleigh,3,h,SP,Buxton,11.4,3204,3,1,2,670,,,Glen Eira,-37.91855,145.02628,Southern Metropolitan,6795,1573000
17/06/2017,Bentleigh,4,h,VB,hockingstuart,11.4,3204,4,4,2,673,156,1935,Glen Eira,-37.91888,145.04775,Southern Metropolitan,6795,2700000
17/06/2017,Bentleigh,3,h,S,hockingstuart,11.4,3204,3,1,2,278,,1930,Glen Eira,-37.91928,145.03381,Southern Metropolitan,6795,1116000
17/06/2017,Bentleigh East,3,h,S,Buxton,13.8,3165,3,1,2,650,,,Glen Eira,-37.91905,145.05597,Southern Metropolitan,10969,1617000
17/06/2017,Bentleigh East,3,t,PI,Buxton,13.8,3165,3,2,2,163,,,Glen Eira,-37.9217,145.0733,Southern Metropolitan,10969,950000
17/06/2017,Bentleigh East,3,h,PI,Buxton,13.8,3165,3,1,3,581,128,1940,Glen Eira,-37.9178,145.05414,Southern Metropolitan,10969,1525000
17/06/2017,Bentleigh East,3,t,PI,Buxton,13.8,3165,3,2,1,200,,,Glen Eira,-37.91847,145.08101,Southern Metropolitan,10969,850000
17/06/2017,Bentleigh East,3,h,S,hockingstuart,13.8,3165,3,1,1,636,,1958,Glen Eira,-37.92463,145.06051,Southern Metropolitan,10969,1316000
17/06/2017,Bentleigh East,4,h,PI,hockingstuart,13.8,3165,4,2,2,566,191,1950,Glen Eira,-37.91503,145.07997,Southern Metropolitan,10969,1330000
17/06/2017,Bentleigh East,3,h,S,hockingstuart,13.8,3165,3,1,2,623,,,Glen Eira,-37.91943,145.06801,Southern Metropolitan,10969,1228000
17/06/2017,Berwick,4,h,S,C21,35.2,3806,4,2,2,563,168.01,1995,Casey,-38.05379,145.34803,Eastern Victoria,17093,608500
17/06/2017,Black Rock,2,u,S,Hodges,17.3,3193,2,1,1,0,88,1970,Bayside,-37.96341,145.01735,Southern Metropolitan,2866,879000
17/06/2017,Blackburn,3,h,S,McGrath,13.4,3130,3,1,3,632,,,Whitehorse,-37.83107,145.14343,Eastern Metropolitan,5713,1112000
17/06/2017,Blackburn,2,h,S,Noel,13.4,3130,2,1,1,597,,,Whitehorse,-37.81561,145.15365,Eastern Metropolitan,5713,1425000
17/06/2017,Blackburn North,3,h,S,Noel,13.4,3130,3,1,1,671,,,Whitehorse,-37.802,145.15828,Eastern Metropolitan,2867,1001000
17/06/2017,Blackburn North,4,h,SP,Noel,13.4,3130,4,2,1,797,164,1960,Whitehorse,-37.80755,145.1638,Eastern Metropolitan,2867,1280000
17/06/2017,Blackburn South,3,h,VB,Noel,13.4,3130,3,1,1,734,,,Whitehorse,-37.83576,145.13634,Eastern Metropolitan,4387,1300000
17/06/2017,Blackburn South,2,u,PI,Woodards,13.4,3130,2,2,2,311,,,Whitehorse,-37.83459,145.15721,Eastern Metropolitan,4387,725000
17/06/2017,Briar Hill,2,h,S,Barry,16.1,3088,2,1,1,598,110,1985,Banyule,-37.70681,145.11731,Eastern Metropolitan,1390,710500
17/06/2017,Brighton,2,u,PI,Buxton,10.5,3186,2,1,1,106,,,Bayside,-37.89571,144.99796,Southern Metropolitan,10579,855000
17/06/2017,Brighton,3,h,S,Nick,10.5,3186,3,2,2,369,,,Bayside,-37.91728,145.00206,Southern Metropolitan,10579,2020000
17/06/2017,Brighton,3,u,S,Nick,10.5,3186,3,2,2,257,,,Bayside,-37.89886,144.99462,Southern Metropolitan,10579,1410000
17/06/2017,Brighton East,4,t,PI,Buxton,10.3,3187,4,2,2,326,515.78,,Bayside,-37.92875,145.0248,Southern Metropolitan,6938,1620000
17/06/2017,Brighton East,2,h,S,Hodges,10.3,3187,2,1,2,708,,,Bayside,-37.91488,145.01868,Southern Metropolitan,6938,1410000
17/06/2017,Brighton East,4,h,SP,Nick,10.3,3187,4,3,2,608,306.19,2000,Bayside,-37.91777,145.01798,Southern Metropolitan,6938,2100000
17/06/2017,Broadmeadows,2,u,S,Barry,14,3047,2,1,1,171,90,2008,Hume,-37.68489,144.9212,Northern Metropolitan,4294,310000
17/06/2017,Broadmeadows,3,h,S,Ray,14,3047,3,1,2,635,,,Hume,-37.69248,144.93345,Northern Metropolitan,4294,374000
17/06/2017,Brunswick,2,u,SP,Jellis,5.2,3056,2,1,0,0,64,2009,Moreland,-37.77002,144.97154,Northern Metropolitan,11918,510000
17/06/2017,Brunswick,4,h,S,Nelson,5.2,3056,4,1,1,318,100,1908,Moreland,-37.76792,144.97141,Northern Metropolitan,11918,1500000
17/06/2017,Brunswick,3,h,SP,Raine,5.2,3056,3,1,4,479,182,1925,Moreland,-37.77694,144.96669,Northern Metropolitan,11918,1925000
17/06/2017,Brunswick,3,h,PI,RT,5.2,3056,3,1,0,230,,,Moreland,-37.76811,144.96017,Northern Metropolitan,11918,950000
17/06/2017,Brunswick,2,h,VB,Woodards,5.2,3056,2,1,0,138,78,1910,Moreland,-37.75908,144.96969,Northern Metropolitan,11918,890000
17/06/2017,Brunswick West,1,u,S,Jellis,5.2,3055,1,1,1,406,40,1970,Moreland,-37.75847,144.94226,Northern Metropolitan,7082,312000
17/06/2017,Brunswick West,3,h,PI,Nelson,5.2,3055,3,2,4,413,126,1910,Moreland,-37.76545,144.94442,Northern Metropolitan,7082,1010000
17/06/2017,Brunswick West,3,u,S,Nelson,5.2,3055,3,1,1,138,,1970,Moreland,-37.75904,144.93388,Northern Metropolitan,7082,763000
17/06/2017,Bulleen,3,h,S,Barry,10.8,3105,3,1,1,711,,,Manningham,-37.77918,145.09049,Eastern Metropolitan,4480,1100000
17/06/2017,Bundoora,3,h,S,Ray,12.1,3083,3,1,3,559,,,Banyule,-37.69849,145.06705,Northern Metropolitan,10175,687000
17/06/2017,Bundoora,3,h,S,Ray,12.1,3083,3,1,1,539,,,Whittlesea,-37.68274,145.05832,Northern Metropolitan,10175,680000
17/06/2017,Bundoora,4,h,SP,Ray,12.1,3083,4,2,2,300,162,2014,Whittlesea,-37.68223,145.07818,Northern Metropolitan,10175,755000
17/06/2017,Burnley,3,h,VB,hockingstuart,2.4,3121,3,2,2,1212,,2010,Yarra,-37.82982,145.01038,Northern Metropolitan,438,1100000
17/06/2017,Burwood,3,t,S,Bekdon,10.4,3125,3,2,1,207,144,2012,Monash,-37.85682,145.10873,Southern Metropolitan,5678,918000
17/06/2017,Burwood East,5,h,S,Fletchers,14.7,3151,5,2,2,577,,,Whitehorse,-37.85919,145.15852,Eastern Metropolitan,4048,1523500
17/06/2017,Burwood East,4,h,S,Fletchers,14.7,3151,4,2,2,724,,,Whitehorse,-37.85646,145.14311,Eastern Metropolitan,4048,1580000
17/06/2017,Burwood East,3,h,S,Harcourts,14.7,3151,3,1,1,612,,,Whitehorse,-37.85586,145.15827,Eastern Metropolitan,4048,968000
17/06/2017,Camberwell,5,h,SP,Fletchers,7.7,3124,5,3,2,844,203,1920,Boroondara,-37.84753,145.07198,Southern Metropolitan,8920,2361000
17/06/2017,Camberwell,4,u,VB,HAR,7.7,3124,4,2,4,336,,,Boroondara,-37.826,145.0707,Southern Metropolitan,8920,1900000
17/06/2017,Camberwell,3,h,VB,Jellis,7.7,3124,3,1,3,715,,,Boroondara,-37.84361,145.07099,Southern Metropolitan,8920,1775000
17/06/2017,Camberwell,2,t,S,Ray,7.7,3124,2,2,1,112,,,Boroondara,-37.84085,145.05415,Southern Metropolitan,8920,795000
17/06/2017,Carlton North,3,h,PI,Nelson,3.5,3054,3,1,1,311,,,Yarra,-37.78305,144.97268,Northern Metropolitan,3106,1840000
17/06/2017,Carnegie,2,h,S,hockingstuart,10.1,3163,2,1,1,431,,,Glen Eira,-37.89785,145.05524,Southern Metropolitan,7822,920000
17/06/2017,Carnegie,3,h,VB,hockingstuart,10.1,3163,3,2,2,557,200,1930,Glen Eira,-37.89584,145.04741,Southern Metropolitan,7822,1550000
17/06/2017,Carrum Downs,3,h,S,hockingstuart,34.9,3201,3,1,2,787,,,Frankston,-38.10709,145.1744,South-Eastern Metropolitan,8060,561000
17/06/2017,Carrum Downs,3,h,S,Ray,34.9,3201,3,2,2,509,125,1993,Frankston,-38.09111,145.19084,South-Eastern Metropolitan,8060,500000
17/06/2017,Caulfield South,1,u,SP,Gary,8.7,3162,1,1,1,811,,,Glen Eira,-37.89614,145.01323,Southern Metropolitan,5051,295000
17/06/2017,Caulfield South,3,t,S,Gary,8.7,3162,3,2,2,0,135,1990,Glen Eira,-37.90034,145.01283,Southern Metropolitan,5051,1237000
17/06/2017,Chadstone,3,h,PI,McGrath,11.7,3148,3,1,1,280,,2000,Monash,-37.88486,145.10203,Southern Metropolitan,3582,740000
17/06/2017,Cheltenham,4,h,S,Buxton,17.9,3192,4,2,2,806,,,Kingston,-37.97245,145.07566,Southern Metropolitan,9758,1120000
17/06/2017,Cheltenham,3,h,PI,Buxton,17.9,3192,3,1,3,590,,,Kingston,-37.95416,145.06781,Southern Metropolitan,9758,1051000
17/06/2017,Cheltenham,3,h,S,O'Brien,17.9,3192,3,1,2,627,,,Kingston,-37.95668,145.06458,Southern Metropolitan,9758,1170000
17/06/2017,Cheltenham,2,u,S,O'Brien,17.9,3192,2,1,2,215,,1980,Kingston,-37.96597,145.07535,Southern Metropolitan,9758,535000
17/06/2017,Cheltenham,3,t,S,Ray,17.9,3192,3,2,2,305,130,2000,Kingston,-37.96836,145.06452,Southern Metropolitan,9758,861000
17/06/2017,Clayton,3,h,S,C21,16.7,3168,3,1,1,816,130,1965,Monash,-37.92027,145.12937,South-Eastern Metropolitan,5837,1462000
17/06/2017,Clayton,6,h,S,Purplebricks,16.7,3168,6,3,4,726,,,Monash,-37.91945,145.1315,South-Eastern Metropolitan,5837,1361000
17/06/2017,Clayton South,3,h,S,Barry,17.5,3169,3,2,2,180,134,,Kingston,-37.93898,145.13648,South-Eastern Metropolitan,4734,745000
17/06/2017,Coburg,3,h,S,Jellis,6.7,3058,3,1,0,532,,,Moreland,-37.74751,144.96206,Northern Metropolitan,11204,1100000
17/06/2017,Craigieburn,3,h,S,Del,20.6,3064,3,1,1,320,,1980,Hume,-37.60608,144.92841,Northern Metropolitan,15510,365000
17/06/2017,Craigieburn,4,h,S,Ray,20.6,3064,4,2,2,560,196.1,2007,Hume,-37.59943,144.91439,Northern Metropolitan,15510,600000
17/06/2017,Croydon,3,h,S,Carter,23,3136,3,2,1,864,,,Maroondah,-37.78481,145.26504,Eastern Metropolitan,11925,862000
17/06/2017,Croydon,3,h,S,hockingstuart,23,3136,3,1,1,420,,,Maroondah,-37.80106,145.28741,Eastern Metropolitan,11925,567000
17/06/2017,Croydon North,4,h,S,hockingstuart,23,3136,4,2,3,660,,,Maroondah,-37.76436,145.2804,Eastern Metropolitan,2985,859000
17/06/2017,Croydon North,6,h,PI,McGrath,23,3136,6,4,4,4413,,,Maroondah,-37.777,145.28113,Eastern Metropolitan,2985,1350000
17/06/2017,Croydon North,4,h,S,RW,23,3136,4,2,2,841,196,2016,Maroondah,-37.76917,145.29265,Eastern Metropolitan,2985,820000
17/06/2017,Dandenong,4,h,S,McLennan,24.7,3175,4,1,1,951,,,Greater Dandenong,-37.98121,145.21644,South-Eastern Metropolitan,10894,1071500
17/06/2017,Dandenong North,4,h,PI,Hall,24.7,3175,4,2,1,811,,,Greater Dandenong,-37.95187,145.21249,South-Eastern Metropolitan,8322,750000
17/06/2017,Dingley Village,4,h,S,Buxton,22.2,3172,4,2,2,840,237,1980,Kingston,-37.97824,145.12949,South-Eastern Metropolitan,3940,1100000
17/06/2017,Dingley Village,3,h,SP,Hodges,22.2,3172,3,2,2,702,,,Kingston,-37.97658,145.11887,South-Eastern Metropolitan,3940,980000
17/06/2017,Doncaster,4,t,S,Barry,12.4,3108,4,3,0,403,,,Manningham,-37.77744,145.10416,Eastern Metropolitan,9028,1202000
17/06/2017,Doncaster,4,h,PI,Barry,12.4,3108,4,2,2,280,200,2008,Manningham,-37.79423,145.13696,Eastern Metropolitan,9028,1120000
17/06/2017,Doncaster,4,u,S,Barry,12.4,3108,4,2,2,493,,,Manningham,-37.78457,145.10453,Eastern Metropolitan,9028,885000
17/06/2017,Doncaster East,4,h,S,Barry,14.3,3109,4,2,2,661,,,Manningham,-37.77956,145.16645,Eastern Metropolitan,10999,1504000
17/06/2017,Doncaster East,4,h,S,Biggin,14.3,3109,4,2,2,886,,1980,Manningham,-37.75572,145.17625,Eastern Metropolitan,10999,1241000
17/06/2017,Doncaster East,5,t,SP,hockingstuart,14.3,3109,5,3,2,365,,,Manningham,-37.77821,145.1569,Eastern Metropolitan,10999,1500000
17/06/2017,Doncaster East,4,h,PI,Noel,14.3,3109,4,3,2,284,180,2006,Manningham,-37.79773,145.15141,Eastern Metropolitan,10999,1125000
17/06/2017,Doncaster East,3,u,S,Philip,14.3,3109,3,2,1,236,145,1980,Manningham,-37.78963,145.16973,Eastern Metropolitan,10999,850000
17/06/2017,Eaglemont,3,h,VB,Miles,8.9,3084,3,1,2,1143,,,Banyule,-37.76774,145.05303,Eastern Metropolitan,1651,2270000
17/06/2017,East Melbourne,2,t,S,Caine,1.3,3002,2,2,1,87,115,2005,Melbourne,-37.81803,144.9892,Northern Metropolitan,3040,1350000
17/06/2017,East Melbourne,3,h,PI,Jellis,1.3,3002,3,1,0,118,177,1890,Melbourne,-37.81351,144.98804,Northern Metropolitan,3040,1875000
17/06/2017,Elsternwick,3,h,SP,Biggin,7.2,3185,3,1,0,377,133,1915,Glen Eira,-37.88783,145.01324,Southern Metropolitan,4898,1460000
17/06/2017,Elsternwick,2,u,S,Biggin,7.2,3185,2,1,1,1172,69,1970,Glen Eira,-37.88533,145.01049,Southern Metropolitan,4898,550000
17/06/2017,Eltham,4,h,SP,Barry,18,3095,4,3,2,903,,,Nillumbik,-37.7018,145.15629,Eastern Metropolitan,6990,840000
17/06/2017,Eltham,4,h,SP,Barry,18,3095,4,2,2,816,243,1966,Nillumbik,-37.72308,145.14011,Eastern Metropolitan,6990,1065000
17/06/2017,Eltham,4,h,S,Mason,18,3095,4,2,2,838,,,Nillumbik,-37.69568,145.15787,Eastern Metropolitan,6990,810000
17/06/2017,Eltham,4,h,S,Morrison,18,3095,4,2,3,1004,184,1985,Nillumbik,-37.69999,145.1617,Eastern Metropolitan,6990,977500
17/06/2017,Eltham,3,t,S,Morrison,18,3095,3,2,2,214,,,Nillumbik,-37.70479,145.1573,Eastern Metropolitan,6990,755000
17/06/2017,Eltham,4,h,S,Morrison,18,3095,4,2,2,781,,1970,Nillumbik,-37.71021,145.16651,Eastern Metropolitan,6990,861000
17/06/2017,Elwood,4,t,VB,Castran,7.2,3184,4,3,2,142,,2013,Port Phillip,-37.87156,144.98605,Southern Metropolitan,8989,1950000
17/06/2017,Elwood,2,h,PI,Chisholm,7.2,3184,2,1,1,226,,,Port Phillip,-37.88132,144.99013,Southern Metropolitan,8989,1255000
17/06/2017,Elwood,2,u,VB,Domain,7.2,3184,2,1,1,605,,1970,Port Phillip,-37.87987,144.99252,Southern Metropolitan,8989,550000
17/06/2017,Elwood,2,u,S,hockingstuart,7.2,3184,2,1,1,0,87,1935,Port Phillip,-37.8835,144.99549,Southern Metropolitan,8989,810000
17/06/2017,Elwood,2,u,S,Hodges,7.2,3184,2,1,1,0,74,1960,Port Phillip,-37.88042,144.9818,Southern Metropolitan,8989,543000
17/06/2017,Epping,4,h,S,Harcourts,19.6,3076,4,2,2,656,166,1980,Whittlesea,-37.63878,145.05577,Northern Metropolitan,10926,680000
17/06/2017,Epping,4,h,SP,Purplebricks,19.6,3076,4,1,3,558,159,1980,Whittlesea,-37.64666,145.03062,Northern Metropolitan,10926,660000
17/06/2017,Epping,3,h,S,Ray,19.6,3076,3,2,2,420,190,2012,Whittlesea,-37.62145,145.01051,Northern Metropolitan,10926,568000
17/06/2017,Essendon,2,u,S,Barry,7.5,3040,2,1,1,921,84,1970,Moonee Valley,-37.74904,144.90668,Western Metropolitan,9264,580000
17/06/2017,Essendon,2,u,S,Barry,7.5,3040,2,1,1,1856,,,Moonee Valley,-37.76,144.91439,Western Metropolitan,9264,485000
17/06/2017,Essendon,3,h,VB,Brad,7.5,3040,3,3,2,255,,2007,Moonee Valley,-37.7468,144.92033,Western Metropolitan,9264,1100000
17/06/2017,Essendon,4,h,PI,Brad,7.5,3040,4,1,3,616,170,1900,Moonee Valley,-37.75728,144.90723,Western Metropolitan,9264,1155000
17/06/2017,Essendon,2,h,S,Jellis,7.5,3040,2,1,1,337,122,1940,Moonee Valley,-37.7545,144.91194,Western Metropolitan,9264,1195000
