age,workclass,education_num,marital_status,occupation,relationship,race,gender,hours_per_week,native_country,capital,income_status
19,Private,10,Married-spouse-absent,Sales,Own-child,White,Female,40,United-States,-1602,<=50K
38,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0,<=50K
26,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,45,United-States,0,<=50K
29,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,45,United-States,0,<=50K
33,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0,>50K
35,Self-emp-not-inc,9,Divorced,Farming-fishing,Not-in-family,White,Male,80,Other,0,<=50K
42,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,<=50K
20,Private,11,Never-married,Other-service,Own-child,White,Female,20,United-States,0,<=50K
43,Federal-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0,>50K
69,Private,7,Married-civ-spouse,Prof-specialty,Husband,Other,Male,45,United-States,0,<=50K
39,Private,9,Never-married,Transport-moving,Own-child,White,Male,40,United-States,0,<=50K
37,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Other,0,<=50K
28,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,<=50K
26,Federal-gov,13,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,0,<=50K
32,Private,10,Divorced,Sales,Own-child,White,Male,30,United-States,0,<=50K
43,Federal-gov,13,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,0,>50K
49,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,30,Other,0,<=50K
28,Private,4,Separated,Other-service,Own-child,White,Male,60,Other,0,<=50K
35,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,2885,<=50K
35,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,>50K
57,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,0,<=50K
45,Private,5,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0,<=50K
23,Private,9,Never-married,Sales,Not-in-family,White,Male,48,United-States,-1590,<=50K
45,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,<=50K
42,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,0,<=50K
35,Private,13,Married-civ-spouse,Other-service,Husband,Other,Male,40,Other,0,<=50K
45,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,0,>50K
28,Federal-gov,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,0,<=50K
64,Self-emp-inc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,10,United-States,0,<=50K
44,Local-gov,15,Separated,Prof-specialty,Unmarried,White,Female,40,United-States,0,<=50K
59,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,0,>50K
41,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0,<=50K
21,Private,10,Never-married,Sales,Own-child,Other,Male,25,United-States,0,<=50K
29,Self-emp-not-inc,11,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,2174,<=50K
51,Self-emp-not-inc,9,Never-married,Farming-fishing,Not-in-family,White,Male,40,United-States,8614,>50K
22,Private,9,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,0,<=50K
49,Private,9,Divorced,Other-service,Unmarried,White,Female,40,United-States,0,<=50K
53,Private,12,Married-civ-spouse,Sales,Husband,White,Male,80,United-States,0,>50K
38,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,44,United-States,5721,<=50K
23,Private,10,Separated,Craft-repair,Own-child,White,Male,40,United-States,0,<=50K
20,Private,9,Never-married,Other-service,Own-child,White,Female,40,Other,0,<=50K
40,Private,13,Divorced,Craft-repair,Own-child,White,Female,40,United-States,0,<=50K
25,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0,<=50K
27,Private,10,Divorced,Tech-support,Not-in-family,White,Female,40,United-States,0,<=50K
20,Private,9,Never-married,Other-service,Own-child,White,Male,30,United-States,0,<=50K
37,Private,9,Married-civ-spouse,Other-service,Wife,White,Female,20,United-States,0,<=50K
40,Local-gov,9,Never-married,Other-service,Own-child,White,Male,40,United-States,0,<=50K
28,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,3103,>50K
38,Self-emp-not-inc,9,Separated,Other-service,Unmarried,White,Female,40,United-States,0,<=50K
42,Private,13,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,0,<=50K
32,Federal-gov,12,Divorced,Protective-serv,Not-in-family,White,Male,40,United-States,2174,<=50K
20,Private,9,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,0,<=50K
62,State-gov,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,38,United-States,0,<=50K
31,Private,10,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,0,<=50K
31,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,0,<=50K
24,Private,9,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,0,<=50K
62,Local-gov,4,Widowed,Other-service,Not-in-family,Other,Female,35,United-States,0,<=50K
43,Local-gov,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,>50K
21,Private,10,Never-married,Transport-moving,Own-child,White,Male,50,United-States,0,<=50K
30,Self-emp-inc,9,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,4650,<=50K
18,Private,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,0,<=50K
59,Local-gov,14,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,0,<=50K
24,Self-emp-not-inc,4,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,-1902,>50K
49,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,<=50K
19,State-gov,7,Never-married,Other-service,Own-child,White,Male,30,United-States,0,<=50K
48,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,4386,>50K
32,Private,15,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,15024,>50K
33,Private,6,Never-married,Machine-op-inspct,Not-in-family,White,Female,45,United-States,0,<=50K
23,Private,13,Never-married,Sales,Not-in-family,Other,Male,15,United-States,0,<=50K
33,Federal-gov,15,Never-married,Prof-specialty,Not-in-family,White,Female,65,United-States,0,>50K
50,Federal-gov,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,>50K
30,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,43,United-States,0,<=50K
32,Private,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,United-States,-2002,<=50K
39,Private,10,Married-civ-spouse,Sales,Husband,White,Male,65,United-States,2829,<=50K
21,Private,10,Never-married,Sales,Own-child,White,Female,20,United-States,0,<=50K
23,Private,13,Never-married,Prof-specialty,Own-child,White,Female,21,United-States,0,<=50K
32,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,0,<=50K
57,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0,<=50K
22,State-gov,10,Never-married,Prof-specialty,Not-in-family,White,Male,10,United-States,0,<=50K
70,Private,9,Widowed,Adm-clerical,Unmarried,White,Female,5,United-States,0,<=50K
34,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,84,United-States,0,>50K
53,Private,14,Divorced,Sales,Not-in-family,White,Female,40,United-States,0,<=50K
21,Private,10,Never-married,Sales,Own-child,White,Male,45,United-States,0,<=50K
37,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0,<=50K
60,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,-1485,>50K
23,Private,7,Never-married,Craft-repair,Own-child,Other,Male,40,Other,14344,>50K
32,Private,6,Married-civ-spouse,Transport-moving,Husband,White,Male,80,United-States,0,>50K
57,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,<=50K
25,Private,10,Never-married,Adm-clerical,Not-in-family,White,Male,30,United-States,0,<=50K
30,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,46,United-States,0,<=50K
31,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,Other,0,<=50K
19,Private,10,Never-married,Other-service,Own-child,White,Male,35,United-States,0,<=50K
23,State-gov,13,Married-civ-spouse,Tech-support,Husband,White,Male,38,United-States,0,<=50K
44,Private,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0,<=50K
42,Private,10,Never-married,Machine-op-inspct,Unmarried,Other,Female,40,United-States,0,<=50K
34,Self-emp-not-inc,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,<=50K
32,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,>50K
25,Private,11,Never-married,Tech-support,Unmarried,Other,Female,40,United-States,0,<=50K
21,Private,10,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,0,<=50K
31,Private,9,Married-spouse-absent,Priv-house-serv,Other-relative,Other,Female,60,Other,0,<=50K
36,Local-gov,11,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0,<=50K
49,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,65,Other,0,<=50K
44,Private,13,Divorced,Adm-clerical,Unmarried,White,Female,32,United-States,0,<=50K
42,Private,11,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0,>50K
30,Private,9,Never-married,Protective-serv,Not-in-family,White,Male,99,United-States,0,<=50K
33,Private,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,<=50K
36,Self-emp-not-inc,13,Divorced,Other-service,Unmarried,Other,Male,45,United-States,0,>50K
17,Private,6,Never-married,Other-service,Own-child,White,Male,30,United-States,0,<=50K
20,Private,10,Never-married,Sales,Not-in-family,White,Male,25,United-States,0,<=50K
32,Private,9,Never-married,Craft-repair,Own-child,White,Male,50,United-States,0,<=50K
33,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,<=50K
37,Private,10,Divorced,Exec-managerial,Unmarried,White,Female,60,United-States,0,<=50K
60,Private,6,Divorced,Farming-fishing,Not-in-family,White,Male,48,United-States,0,<=50K
35,State-gov,10,Divorced,Adm-clerical,Unmarried,White,Female,15,United-States,0,<=50K
43,Federal-gov,13,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0,<=50K
46,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,0,>50K
29,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,5178,>50K
36,Private,13,Married-civ-spouse,Sales,Husband,White,Male,42,United-States,0,>50K
27,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,>50K
50,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,84,United-States,0,>50K
22,Private,10,Married-civ-spouse,Adm-clerical,Wife,Other,Female,44,United-States,0,<=50K
33,State-gov,14,Never-married,Prof-specialty,Not-in-family,White,Male,60,United-States,0,<=50K
61,Private,6,Divorced,Sales,Unmarried,White,Female,40,United-States,0,<=50K
41,Self-emp-not-inc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,70,United-States,0,>50K
22,Private,10,Never-married,Transport-moving,Own-child,White,Male,40,United-States,0,<=50K
27,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0,<=50K
25,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0,<=50K
32,Private,9,Never-married,Machine-op-inspct,Own-child,Other,Female,20,United-States,-1602,<=50K
28,Private,14,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,0,<=50K
25,Private,13,Never-married,Craft-repair,Own-child,White,Male,35,United-States,-1590,<=50K
28,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,<=50K
37,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,30,United-States,0,>50K
58,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,37,United-States,0,<=50K
39,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0,<=50K
33,Private,10,Divorced,Other-service,Unmarried,White,Female,40,United-States,0,<=50K
59,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,>50K
58,Private,13,Divorced,Craft-repair,Own-child,White,Female,20,United-States,0,<=50K
38,Private,11,Married-civ-spouse,Prof-specialty,Husband,Other,Male,36,Other,0,>50K
34,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,<=50K
31,Private,10,Divorced,Craft-repair,Own-child,Other,Male,40,United-States,0,<=50K
48,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,>50K
45,Private,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,50,United-States,0,<=50K
23,Private,9,Never-married,Other-service,Own-child,White,Female,40,United-States,0,<=50K
33,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,37,United-States,0,>50K
38,Self-emp-not-inc,10,Divorced,Farming-fishing,Not-in-family,White,Male,40,United-States,0,<=50K
44,Self-emp-not-inc,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,0,>50K
48,Local-gov,14,Divorced,Exec-managerial,Unmarried,Other,Female,40,United-States,9562,>50K
40,State-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,<=50K
19,Local-gov,9,Never-married,Craft-repair,Other-relative,Other,Female,40,United-States,0,<=50K
45,Private,13,Divorced,Exec-managerial,Own-child,White,Female,40,United-States,0,<=50K
34,Private,10,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0,<=50K
70,Private,10,Divorced,Other-service,Not-in-family,White,Male,80,United-States,0,<=50K
32,Local-gov,14,Never-married,Prof-specialty,Not-in-family,White,Male,60,United-States,0,<=50K
33,Private,11,Divorced,Other-service,Unmarried,White,Female,40,United-States,0,<=50K
24,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,0,<=50K
30,Local-gov,13,Never-married,Prof-specialty,Own-child,White,Female,15,United-States,0,<=50K
22,Private,10,Never-married,Sales,Own-child,Other,Male,25,United-States,0,<=50K
52,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,Other,Male,65,United-States,99999,>50K
67,Self-emp-not-inc,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,80,United-States,2414,<=50K
40,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,-1672,<=50K
55,Private,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,20,United-States,0,<=50K
29,Private,9,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,0,<=50K
62,Private,9,Married-civ-spouse,Sales,Husband,White,Male,16,United-States,0,<=50K
22,Private,9,Divorced,Machine-op-inspct,Own-child,White,Female,40,United-States,0,<=50K
64,State-gov,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,<=50K
29,Self-emp-not-inc,13,Never-married,Exec-managerial,Other-relative,White,Male,50,United-States,0,<=50K
28,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,<=50K
25,Private,9,Never-married,Exec-managerial,Other-relative,White,Male,40,United-States,0,<=50K
47,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,15024,>50K
26,Private,13,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0,>50K
18,Private,8,Never-married,Other-service,Own-child,White,Male,27,United-States,0,<=50K
52,Self-emp-inc,6,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,4064,<=50K
48,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,United-States,0,>50K
36,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,40,Other,0,<=50K
23,Private,11,Divorced,Adm-clerical,Not-in-family,White,Female,30,United-States,0,<=50K
41,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0,<=50K
56,State-gov,9,Married-civ-spouse,Transport-moving,Husband,White,Male,38,United-States,0,>50K
53,Private,9,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,0,<=50K
26,Private,10,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,0,<=50K
22,Private,10,Never-married,Other-service,Not-in-family,White,Male,40,United-States,3325,<=50K
25,Private,14,Never-married,Prof-specialty,Own-child,White,Female,31,United-States,2597,<=50K
31,Private,10,Married-civ-spouse,Other-service,Husband,Other,Male,40,Other,0,<=50K
36,Private,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,2829,<=50K
46,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,<=50K
46,State-gov,12,Divorced,Adm-clerical,Unmarried,White,Male,38,United-States,-2258,>50K
32,Private,10,Married-civ-spouse,Other-service,Wife,White,Female,36,Other,0,<=50K
43,Self-emp-not-inc,9,Never-married,Farming-fishing,Not-in-family,White,Male,60,United-States,0,<=50K
30,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,99999,>50K
41,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,7688,>50K
50,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,99999,>50K
37,State-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,38,United-States,0,<=50K
22,Local-gov,9,Never-married,Handlers-cleaners,Other-relative,White,Male,50,United-States,0,<=50K
51,Federal-gov,9,Married-civ-spouse,Transport-moving,Husband,White,Male,80,United-States,0,<=50K
47,Private,10,Married-civ-spouse,Exec-managerial,Wife,Other,Female,40,United-States,0,>50K
40,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0,<=50K
46,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,<=50K
30,Private,10,Never-married,Tech-support,Unmarried,White,Female,40,United-States,0,<=50K
27,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,65,United-States,0,>50K
31,Local-gov,10,Never-married,Adm-clerical,Own-child,White,Female,35,United-States,0,<=50K
31,Private,2,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,Other,0,<=50K
30,Private,9,Divorced,Craft-repair,Own-child,White,Male,40,United-States,0,<=50K
50,Local-gov,13,Separated,Prof-specialty,Not-in-family,White,Male,40,United-States,0,>50K
27,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,0,<=50K
29,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,United-States,0,>50K
28,Private,9,Divorced,Transport-moving,Not-in-family,White,Male,60,United-States,0,<=50K
54,Private,13,Divorced,Exec-managerial,Not-in-family,Other,Female,45,United-States,0,>50K
47,State-gov,11,Married-civ-spouse,Tech-support,Husband,White,Male,48,United-States,0,>50K
34,Private,9,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Female,40,United-States,0,<=50K
26,Private,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,0,<=50K
23,State-gov,10,Never-married,Protective-serv,Own-child,White,Male,60,United-States,0,<=50K
42,Local-gov,14,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,0,<=50K
36,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0,<=50K
52,Federal-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,45,United-States,0,>50K
27,Local-gov,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0,<=50K
42,Private,9,Widowed,Other-service,Unmarried,White,Female,40,United-States,0,<=50K
39,Private,9,Divorced,Other-service,Unmarried,Other,Female,40,United-States,5455,<=50K
49,State-gov,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0,>50K
36,Private,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,7688,>50K
20,Private,1,Never-married,Other-service,Own-child,White,Male,32,United-States,0,<=50K
55,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,0,<=50K
47,Private,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,<=50K
33,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,33,United-States,0,>50K
36,Private,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0,<=50K
39,Private,16,Divorced,Prof-specialty,Unmarried,White,Female,80,United-States,0,<=50K
55,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,United-States,15024,>50K
48,Private,12,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,0,<=50K
30,Private,11,Never-married,Handlers-cleaners,Own-child,White,Male,45,United-States,0,<=50K
24,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,0,<=50K
57,Self-emp-not-inc,9,Widowed,Craft-repair,Not-in-family,White,Female,38,United-States,0,<=50K
20,Private,10,Never-married,Farming-fishing,Own-child,White,Male,60,United-States,0,<=50K
56,Private,9,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,4101,<=50K
36,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,0,>50K
44,Private,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,>50K
57,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,15024,>50K
57,Private,9,Married-civ-spouse,Craft-repair,Husband,Other,Male,52,United-States,0,<=50K
33,Private,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,0,<=50K
39,Private,13,Married-civ-spouse,Transport-moving,Husband,White,Male,99,United-States,15024,>50K
28,Private,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0,<=50K
31,Private,10,Never-married,Other-service,Own-child,White,Male,16,United-States,-1721,<=50K
60,Private,12,Divorced,Other-service,Not-in-family,White,Female,40,United-States,0,<=50K
36,Local-gov,11,Never-married,Protective-serv,Not-in-family,White,Male,40,United-States,0,>50K
58,Private,9,Widowed,Sales,Not-in-family,White,Female,35,United-States,0,>50K
50,Private,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,38,United-States,0,<=50K
23,Local-gov,13,Never-married,Exec-managerial,Own-child,White,Female,12,United-States,0,<=50K
30,Private,9,Never-married,Other-service,Not-in-family,White,Male,40,United-States,0,<=50K
90,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,72,United-States,20051,>50K
49,Local-gov,13,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,0,<=50K
47,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,3137,<=50K
34,Private,16,Never-married,Prof-specialty,Not-in-family,White,Male,40,Other,0,>50K
37,Federal-gov,9,Divorced,Tech-support,Unmarried,White,Female,40,United-States,0,<=50K
25,Private,6,Married-civ-spouse,Protective-serv,Wife,Other,Female,50,United-States,0,<=50K
37,Private,12,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0,<=50K
47,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,Other,0,<=50K
34,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,0,>50K
34,Private,10,Never-married,Other-service,Not-in-family,White,Male,40,United-States,0,<=50K
35,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,7688,>50K
39,Private,10,Separated,Machine-op-inspct,Own-child,White,Male,40,United-States,0,<=50K
32,State-gov,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,19,United-States,0,<=50K
24,Private,9,Married-civ-spouse,Other-service,Wife,White,Female,30,United-States,0,<=50K
28,Private,15,Never-married,Prof-specialty,Not-in-family,White,Male,60,United-States,0,<=50K
41,Self-emp-not-inc,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,-2179,<=50K
32,Private,9,Married-civ-spouse,Protective-serv,Husband,White,Male,90,United-States,0,<=50K
58,Private,9,Divorced,Sales,Unmarried,White,Female,40,United-States,0,>50K
47,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,75,United-States,0,>50K
41,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,4386,>50K
35,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0,>50K
24,Private,10,Never-married,Other-service,Own-child,White,Male,20,Other,0,<=50K
46,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,Other,Male,60,United-States,0,>50K
69,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,6418,>50K
22,Private,13,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,0,<=50K
36,State-gov,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0,<=50K
31,Private,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0,>50K
23,Local-gov,13,Never-married,Prof-specialty,Own-child,Other,Male,30,United-States,0,<=50K
35,Private,10,Never-married,Prof-specialty,Not-in-family,Other,Female,40,United-States,0,<=50K
37,Local-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,5178,>50K
35,State-gov,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0,<=50K
18,Private,7,Never-married,Transport-moving,Own-child,White,Male,16,United-States,0,<=50K
43,Private,5,Divorced,Handlers-cleaners,Unmarried,White,Female,40,United-States,0,<=50K
53,State-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,0,<=50K
54,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,52,United-States,0,<=50K
29,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,0,<=50K
46,Private,12,Never-married,Adm-clerical,Not-in-family,White,Female,47,Other,0,<=50K
24,Private,10,Never-married,Handlers-cleaners,Own-child,Other,Male,30,United-States,0,<=50K
30,Private,10,Separated,Other-service,Unmarried,Other,Female,40,United-States,0,<=50K
23,Private,10,Never-married,Priv-house-serv,Not-in-family,White,Female,6,United-States,0,<=50K
36,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,<=50K
38,Self-emp-not-inc,13,Married-civ-spouse,Craft-repair,Husband,White,Male,35,United-States,0,<=50K
33,Private,14,Married-civ-spouse,Tech-support,Husband,White,Male,15,United-States,0,<=50K
66,Private,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40,Other,0,<=50K
45,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,<=50K
37,Private,9,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,15024,>50K
17,Private,6,Never-married,Other-service,Own-child,White,Female,10,United-States,0,<=50K
31,Private,9,Married-civ-spouse,Adm-clerical,Husband,Other,Male,40,United-States,0,>50K
46,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,55,United-States,0,>50K
40,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0,<=50K
34,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0,<=50K
56,Private,6,Divorced,Craft-repair,Not-in-family,White,Male,45,United-States,0,<=50K
42,Private,10,Separated,Adm-clerical,Unmarried,Other,Female,41,United-States,0,<=50K
46,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,0,>50K
30,Private,9,Separated,Craft-repair,Not-in-family,White,Male,50,United-States,0,<=50K
33,Self-emp-not-inc,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,>50K
47,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,United-States,0,<=50K
